업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
채선당수락산점,"서울특별시 노원구 동일로 1700, (상계동,토마토파르코 225~230)",한식,샤브샤브,238.14,상계1동,9302114
참한우본가,"서울특별시 노원구 공릉로58가길 14, 1층 (하계동)",한식,등심,132.84,하계1동,02  948 1592
봉평메밀막국수,"서울특별시 노원구 한글비석로20길 61, (중계동,예담빌딩1층)",한식,막국수,84.16,중계4동,02 9391136
박대박,"서울특별시 노원구 노해로75길 14-12, 1층 (상계동)",한식,부대찌게,119.04,상계6.7동,02 9513775
동해식당,"서울특별시 노원구 동일로217가길 23, 지상2층 (상계동)",한식,복매운탕,133.22,상계6.7동,02 9305400
어원,"서울특별시 노원구 한글비석로 254, 대명프라자동 504, 505호 (중계동)",일식,대구탕,195.89,중계본동,02938 9775
시골생삼겹자연석돌구이,"서울특별시 노원구 공릉로 325-3, (하계동)",한식,삼겹살,58.35,하계1동,02  978 7234
미가양꼬치,"서울특별시 노원구 석계로 31, 2층 (월계동)",한식,양꼬치,82.4,월계1동,02 9423432
한티옥,"서울특별시 노원구 동일로 1414, 9층 (상계동, 롯데백화점 노원점)",한식,냉면,128.04,상계2동,02 9502938
팔미낙지한마리수제비,"서울특별시 노원구 한글비석로47길 34, 혜미빌딩 1층 (상계동)",한식,수제비,131.58,상계5동,02  952 5123
춘보식당,"서울특별시 노원구 섬밭로 56, (공릉동)",한식,칼국수,28.12,공릉1동,02 9752407
장천,"서울특별시 노원구 동일로217가길 11, 2층 (상계동)",한식,"짬뽕, 볶음밥",118.7,상계6.7동,02935 8787
미스터아구,"서울특별시 노원구 덕릉로 744, 금강빌딩 1층 (상계동)",한식,아구찜,198.27,상계3.4동,02  939 4020
기와집,"서울특별시 노원구 석계로 35, 석산빌딩 1층 (월계동)",한식,갈비구이,193.88,월계1동,02 9172111
진짜루,"서울특별시 노원구 광운로 33, 지하층 (월계동)",중국식,짜장면,164.28,월계1동,02 9186282
호남해물탕,"서울특별시 노원구 노해로81길 22-17, 1층 (상계동)",한식,해물탕,207.6,상계2동,02  934 4226
총각네곱창가게,"서울특별시 노원구 동일로 1323, 202호 (상계동)",한식,야채곱창,115.32,상계6.7동,02 9521123
청암회관,"서울특별시 노원구 한글비석로8길 29, (중계동)",한식,돼지갈비,95.65,중계본동,209300202
크래버 대게나라 노원점,"서울특별시 노원구 한글비석로 326, 중계주공아파트2단지목욕탕상가 1,2층 (중계동)",한식,대게,534.87,중계4동,233910995
감악산 왕솥뚜껑,"서울특별시 노원구 상계로7길 23, 문화빌딩 1층 (상계동)",한식,삼겹살,150.66,상계2동,9345432
주식회사 신의주찹쌀순대중계,"서울특별시 노원구 동일로203가길 29, (중계동,브라운스톤중계  1층 144호, 145호)",한식,순대국,79.04,중계2.3동,02  976 8749
천수 한방 삼계탕(수락산역점),"서울특별시 노원구 동일로243길 23, 1층 (상계동)",한식,삼계탕,81.6,상계1동,9362727
소문난감자탕,"서울특별시 노원구 덕릉로 694, 수암약국 1층 (중계동)",한식,뼈해장국,105.35,중계4동,33919174
육호 하우스,"서울특별시 노원구 상계로 102, 1층 (상계동)",식육(숯불구이),삼겹살,89.6,상계2동,02 9326777
참만나,"서울특별시 노원구 화랑로 443, 3층 (공릉동)",한식,돼지갈비,246.2,공릉1동,02 9741500
주식회사 이춘복참치노원,"서울특별시 노원구 노해로85길 10-7, (상계동,1층,2층)",일식,참치회,170.49,상계2동,02   9514558
예촌도토리 임자탕,"서울특별시 노원구 상계로7길 1, 1층 (상계동)",한식,해장국,178.22,상계2동,02 9333395
동경1993,"서울특별시 노원구 노해로75길 14-27, (상계동, 2층)",일식,대구탕,148.16,상계6.7동,02 9345777
김용희 참치,"서울특별시 노원구 동일로176길 3, 1층 (공릉동)",일식,참치회,147.43,공릉1동,02 9794042
마린보이 코다리 1번가 수락점,"서울특별시 노원구 동일로242나길 8, 1층 (상계동)",한식,코다리,170.13,상계1동,
테라리움서울,"서울특별시 노원구 노원로 247, 서울온천 7층 (하계동)",뷔페식,뷔페,1188.55,하계1동,02  978 2700
하동우렁추어탕 수락산역점,"서울특별시 노원구 동일로242가길 50, 세주빌딩 1층 (상계동)",한식,추어탕,221.61,상계1동,
금화반점,"서울특별시 노원구 동일로 1352, 3층 (상계동)",중국식,중식,189.14,상계6.7동,209383335
수락산풍천장어,"서울특별시 노원구 동일로242길 48, 다온빌딩 1층 (상계동)",한식,장어구이,69.5,상계1동,02 9488466
감동식당,"서울특별시 노원구 한글비석로47길 58, 1층 (상계동)",한식,등갈비찜,111.8,상계5동,7075434481
춘천왕 닭갈비,"서울특별시 노원구 동일로203가길 29, 2층 201,202,203,204호 (중계동, 브라운스톤중계)",한식,비빔국수,154.4,중계2.3동,
횡성목장,"서울특별시 노원구 노해로75길 14-19, (상계동)",한식,한우등심,89.1,상계6.7동,02 9355418
풍년닭도리탕(노원직영점),"서울특별시 노원구 노해로75길 14-22, 이화빌딩 1층 (상계동)",한식,장어구이,102.48,상계6.7동,02  951 5521
달인보쌈,"서울특별시 노원구 동일로 1598, 지하1층 (상계동)",한식,보쌈,143.48,상계1동,02  951 5553
정드림흑염소 상계역점,"서울특별시 노원구 덕릉로83길 10, 1층 (중계동)",한식,삼겹살,81.82,중계4동,02952 9292
먹보네쌈밥,"서울특별시 노원구 동일로230가길 15, 108,109호 (상계동, 우방아파트상가)",한식,쌈밥,90.45,상계1동,02 9347151
지동,"서울특별시 노원구 동일로190길 58, 1층 (공릉동)",한식,닭갈비,78.3,공릉1동,
영양센타,"서울특별시 노원구 동일로217가길 31, 청화빌딩 1층 (상계동)",한식,삼계탕,90,상계6.7동,02 9376038
샤부넘버원,"서울특별시 노원구 한글비석로 235, 하나프라자빌딩 2층 201호 (중계동)",한식,샤브샤브,219.83,중계1동,
이가화로,"서울특별시 노원구 동일로192가길 9, 1층 (공릉동)",횟집,오리구이,148,공릉1동,02 9763939
쌍둥이 가원양꼬치,"서울특별시 노원구 동일로192길 46, 송암빌딩 2층 (공릉동)",중국식,양꼬치,180,공릉1동,
춘향골 남원추어탕,"서울특별시 노원구 동일로242길 91-1, 1층 (상계동)",한식,추어탕,129.9,상계1동,02 9518585
등촌샤브칼국수,"서울특별시 노원구 동일로242가길 32, 1층 (상계동, 가동 나동)",한식,버섯칼국수,147.03,상계1동,02  951 9279
황토닭갈비,"서울특별시 노원구 공릉로 166, (공릉동, 1층)",한식,닭갈비,102.06,공릉2동,02  976 5292
청담 생고기,"서울특별시 노원구 동일로192길 26, 1층 (공릉동)",한식,삼겹살,72,공릉1동,9799233
명태이야기,"서울특별시 노원구 석계로18길 13, (월계동)",한식,버섯샤브,44.06,월계1동,9431121
한국피자헛중계본점,"서울특별시 노원구 한글비석로15길 27, 월산빌딩 1층 (중계동)",기타,피자,135.47,중계4동,02 9310613
뽕？,"서울특별시 노원구 한글비석로49길 27, (상계동)",중국식,짬뽕,43.68,상계5동,02 9340629
수락이오냉면,"서울특별시 노원구 동일로237다길 7, 창일빌딩 (상계동)",한식,냉면,88.1,상계1동,02 9352515
수락골 솥뚜껑 삼겹살,"서울특별시 노원구 동일로242길 41, 상원빌딩 1층 (상계동)",한식,삼겹살,81,상계1동,
태릉풍천장어,"서울특별시 노원구 화랑로 457, 1, 2, 3층 (공릉동)",한식,장어,317.08,공릉1동,02  975 0602
백송춘천닭갈비,"서울특별시 노원구 동일로242길 39, 인성빌딩 (상계동)",한식,닭갈비,87.32,상계1동,02   9399953
장안동본참치 태릉직영점,"서울특별시 노원구 동일로174길 7, 1층 (공릉동)",한식,참치회,148,공릉1동,02 4959544
전주콩나루콩나물국밥,"서울특별시 노원구 노해로75길 14-25, (상계동)",한식,콩나물국밥,92.29,상계6.7동,02 9307111
산골식당,"서울특별시 노원구 한글비석로15길 11, 1층 (중계동)",한식,만두전골,179.58,중계4동,02 9370333
숟가락반상마실,"서울특별시 노원구 노원로 412, 2층 (상계동)",한식,한정식,357.31,상계2동,9305111
수북희 감자탕,"서울특별시 노원구 공릉로70길 8-3, 1층 (하계동)",한식,뼈해장국,101.97,하계1동,9735913
청춘남원추어탕,"서울특별시 노원구 동일로 1383, 108호 (상계동, 상계주공3단지아파트)",한식,추어탕,28.47,상계6.7동,02 9318242
원명품생태,"서울특별시 노원구 노해로75길 14-27, (상계동)",한식,생태찌개,108.31,상계6.7동,02 9394208
DNJ,"서울특별시 노원구 노원로 244, 보스턴 산부인과 1층 (하계동)",중국식,"짜장면,짬뽕",341.66,하계1동,02 9396700
명가순대국 만덕이가,"서울특별시 노원구 동일로 1700, 1층 101,102,103호 (상계동, 1267번지 )",한식,순대국,124,상계1동,02 9317141
금메달 상계점,"서울특별시 노원구 한글비석로 384, 대호프라자 1층 113~120호 (중계동)",한식,화로구이,76.13,중계4동,
샤브20,"서울특별시 노원구 노원로 452, 1층 일부호 (상계동)",한식,샤브샤브,300,상계2동,
이화수육개장수락산점,"서울특별시 노원구 동일로242길 54, 지상1층 (상계동)",한식,육개장,99,상계1동,02 9389922
육전국밥 노원역점,"서울특별시 노원구 동일로 1417, 삼양빌딩 1층 107호 (상계동)",한식,한식,241.92,상계6.7동,02931 1117
포아이니쌀국수 수락산역점,"서울특별시 노원구 동일로242길 33, (상계동)",식육(숯불구이),쌀국수,33,중계4동,02 9308141
진1926 수락산역점,"서울특별시 노원구 동일로242길 36, (상계동)",한식,양갈비,59.64,상계1동,
이장군 족발보쌈,"서울특별시 노원구 덕릉로83길 5, 상가동 102호 (중계동)",기타,족발,66.04,중계4동,
방추남원추어탕,"서울특별시 노원구 한글비석로 383, 삼창타워프라자 지하1층 8,9,10호 (중계동)",한식,추어탕,200.53,중계4동,
중계고기파티,"서울특별시 노원구 중계로12길 6, 대성빌딩 1층 (중계동)",한식,이베리코 모듬,148.7,중계본동,02  933 8892
샤브오모무끼 노원점,"서울특별시 노원구 동일로 1414, (상계동,롯데백화점노원점 9층)",일식,샤브,214.23,상계2동,02  950 2985
황제 코다리 시래기 조림,"서울특별시 노원구 동일로242가길 14-8, 1층 (상계동)",한식,메밀막국수,150.06,상계1동,02  933 7077
반궁 상계점,"서울특별시 노원구 동일로 1596, 1층 (상계동, 송헌빌딩)",한식,보쌈,113.3,상계1동,02 9332517
