업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
낙지전문점무교동홍낙,"서울특별시 강동구 강동대로 189, (성내동,남경빌딩1층)",한식,"낙지볶음, 전골",132,성내제1동,02 4867200
큰마루,"서울특별시 강동구 동남로73길 23, (명일동)",한식,"고기,냉면",174,명일제2동,02 4290535
선사복집,"서울특별시 강동구 올림픽로 811, (암사동)",일식,"복지리,복찜",198,암사제2동,234268810
참치애난,"서울특별시 강동구 천호옛14길 32, (성내동)",횟집,참치회,82.5,성내제2동,02 4843782
공릉동 멸치국수,"서울특별시 강동구 상암로12길 32, (천호동,보람아파트상가 101호)",분식,국수,72.6,천호제2동,02 4885813
뚝배기손칼국수,"서울특별시 강동구 천호대로 1187, (길동)",한식,칼국수,80.24,길동,02 4742027
신라삼계탕,"서울특별시 강동구 성내로6길 14-5, (성내동)",한식,삼계탕,89.78,성내제1동,02 4703934
담소사골순대 굽은다리역점,"서울특별시 강동구 양재대로 1558, (길동)",한식,순대,115.7,길동,02  472 8292
작은깡통,"서울특별시 강동구 양재대로124길 47, (길동)",한식,"돼지, 소고기",59.4,길동,02 4131661
등갈비달인 3호점,"서울특별시 강동구 천호대로158길 25, (성내동)",한식,등갈비,72.6,성내제2동,02  4884638
길동회직판장,"서울특별시 강동구 천중로52길 3, (길동)",횟집,모듬회,54.32,길동,02 4882116
가인채 강동점,"서울특별시 강동구 양재대로 1571, x5y8호 (천호동, 홈플러스 강동점 3층)",뷔페식,"샤브샤브,샐러드",377.9,천호제1동,02 4746602
동촌수끼샤브칼국수,"서울특별시 강동구 명일로 106-12, (둔촌동)",한식,샤브샤브,82.5,둔촌제2동,02 4833664
개삼터 오리전문점,"서울특별시 강동구 양재대로124길 35, (길동)",한식,오리고기,132,길동,02 4875292
나주관,"서울특별시 강동구 강동대로53길 31, (성내동,(1층))",한식,곰탕,130,성내제3동,266777766
대관령 두부마을,"서울특별시 강동구 성안로3길 99, (성내동)",한식,"순두부, 황태구이",118.86,성내제1동,02 4711331
묵호,"서울특별시 강동구 천호옛길 40, (성내동)",횟집,초밥,42,성내제2동,02  474 9399
토속한방삼계탕,"서울특별시 강동구 천호대로 1152, 105동 101호 (둔촌동,광남캐스빌아파트)",한식,삼계탕,120,둔촌제2동,488 5033
아름다운 제주돈,"서울특별시 강동구 고덕로38길 39, (명일동)",한식,돼지고기구이,97,명일제1동,263973745
참나무감자탕,"서울특별시 강동구 성내로6길 31, (성내동,예은빌딩1층)",한식,감자탕,102.31,성내제1동,
선사솥뚜껑삼겹살,"서울특별시 강동구 올림픽로 795, (암사동)",한식,고기,150,암사제2동,
토담골,"서울특별시 강동구 진황도로47길 78, (길동)",한식,보리밥,82.5,길동,02 4707933
황토추어탕,"서울특별시 강동구 성안로 7-12, (성내동)",한식,추어탕,165,성내제1동,02473 6673
고향집손칼국수,"서울특별시 강동구 동남로73길 23, 1층 (명일동)",분식,칼국수,88.74,명일제2동,02 4291222
웅골,"서울특별시 강동구 강동대로53길 18, 2층 (성내동)",한식,샤브샤브,214.53,성내제3동,02 4868861
윌리엄커피,"서울특별시 강동구 풍성로 92, (성내동)",,"샌드위치,커피",168.28,성내제2동,02  472 4164
"원할머니보쌈,족발&박가부대 암사점","서울특별시 강동구 올림픽로 814, (암사동)",한식,보쌈,147.31,암사제1동,02  441 5372
우미향가,"서울특별시 강동구 풍성로 204, (성내동,(1층))",한식,소고기,231,성내제3동,
차오차오(강일점),"서울특별시 강동구 아리수로 423, 2층 201,202호 (강일동)",중국식,중화요리,133,강일동,02  429 8282
긴자 올림픽점 (주)신화케이푸드,"서울특별시 강동구 강동대로 223, (성내동)",한식,회,396,성내제3동,02 4831122
본가왕뼈감자탕 길동사거리점,"서울특별시 강동구 진황도로 96, 1층 (길동)",한식,감자탕,133,길동,02 4761485
