업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
명륜진사갈비 신림점,"서울특별시 관악구 신원로 35, 지상1층 (신림동)",한식,갈비,188,서원동,
아가씨김밥,"서울특별시 관악구 양녕로 13, 1층 102호 (봉천동)",분식,김밥,37.26,은천동,
다사랑설렁탕,"서울특별시 관악구 봉천로 356, 103호 (봉천동, 도원맨션)",중국식,설렁탕,63.84,은천동,
샤로수감자탕,"서울특별시 관악구 남부순환로 1850, 1층 (봉천동)",식육(숯불구이),감자탕,150,낙성대동,
들깨향 장수밀,"서울특별시 관악구 봉천로 355, 1층 (봉천동)",한식,,0,은천동,02 8828443
짬뽕지존 봉천점,"서울특별시 관악구 남부순환로 1770, (봉천동, 지상1층)",한식,,152.4,청룡동,02  888 2235
양평해장국,"서울특별시 관악구 봉천로 229, (봉천동,(972번지 3호))",한식,,133.47,보라매동,02  875 2366
탐나종합어시장(난곡사거리점),"서울특별시 관악구 남부순환로 1481, 1층 (신림동)",한식,,188,신사동,02 62070056
완산정,"서울특별시 관악구 봉천로 484, 2층 (봉천동)",한식,,56.29,행운동,02 8783400
이태리파파,"서울특별시 관악구 관악로12길 3-8, (봉천동, 지상1층)",경양식,,75.02,낙성대동,
스시건,"서울특별시 관악구 호암로24길 35, 1층 (신림동)",일식,초밥,50.6,대학동,070 88733541
이선생 신림점,"서울특별시 관악구 대학6길 22, 지하1층 (신림동)",한식,삼계탕,57.9,대학동,02 8747455
가마솥순대국,"서울특별시 관악구 호암로22길 77, 지상1층 (신림동)",한식,순대국,80,대학동,
라공방 신림점,"서울특별시 관악구 신림로 340, 르네상스복합쇼핑몰 1층 53~88호 (신림동)",중국식,,124.82,신림동,
장수촌,"서울특별시 관악구 남부순환로 2082-37, 2층 (남현동)",기타,,152.6,남현동,02 5820230
진우리참치,"서울특별시 관악구 봉천로 472, 1층 101호 (봉천동, CO-OP RESIDENCE)",일식,,129.31,중앙동,02 8892233
갯바위,"서울특별시 관악구 남부순환로216길 13, 1층 (봉천동)",한식,,40.01,청룡동,
안동국밥 곰탕 미성점,"서울특별시 관악구 법원단지3길 3, 1층 (신림동)",식육(숯불구이),,84.96,미성동,
술렁술렁 1인 파절이삼겹살 한상차림,"서울특별시 관악구 대학5길 13, 1층 (신림동)",한식,,79,대학동,
미가면옥,"서울특별시 관악구 관악로 246, 2층 (봉천동)",한식,,72.6,행운동,
강강술래 신림본동점,"서울특별시 관악구 남부순환로 1660, (신림동)",한식,,1107.44,서원동,02 8869233
구영회 참치앤초밥,"서울특별시 관악구 신원로 34, (신림동,지상2층)",한식,,120,서원동,02  888 8883
경수네 고깃집 본점,"서울특별시 관악구 봉천로 600, 1층 (봉천동)",한식,,44.71,인헌동,
숙성원 족발. 보쌈,"서울특별시 관악구 남현1길 42, (남현동)",한식,,128.92,남현동,02  582 1544
나주곰탕,"서울특별시 관악구 신림로28길 30, 1층 (신림동)",한식,,88.24,서림동,02 8869353
두둑한샤브칼국수,"서울특별시 관악구 신림로64길 17, 1층 (신림동)",한식,,158.3,신림동,02 8851838
신안바다장어,"서울특별시 관악구 봉천로 385, 1층 (봉천동)",횟집,,60,은천동,02  883 6543
춘천 날으는닭갈비,"서울특별시 관악구 조원로 4, (신림동)",한식,,79.4,조원동,02 8591313
명태랑족발이랑,"서울특별시 관악구 신원로 6, 1층 (신림동)",한식,,34,신원동,
삼다돈가(봉천점),"서울특별시 관악구 관악로 246, 3층 (봉천동)",식육(숯불구이),,167.27,행운동,
정남옥 서울대입구점,"서울특별시 관악구 관악로 148, 지1층 1호 (봉천동)",한식,순대국,90,낙성대동,
눈꽃초밥,"서울특별시 관악구 법원단지길 38, 1층 (신림동)",일식,초밥,42.9,난곡동,
소문난대구왕뽈찜,"서울특별시 관악구 봉천로62길 5, (봉천동)",한식,찜류,106.53,낙성대동,02  887 5186
예소반,"서울특별시 관악구 문성로 225, 1층 (신림동)",한식,명태조림김치찜,67.91,신원동,02 865 5245
막불감동,"서울특별시 관악구 남부순환로 1599, 지하1층 (신림동)",한식,,118,신림동,02  882 2110
탐나종합어시장(구로디지털역점),"서울특별시 관악구 조원로 7, 1층 (신림동)",횟집,,139.93,조원동,02  868 3895
달인족발,"서울특별시 관악구 난우길 26-1, 1층 (신림동)",한식,,79.2,미성동,
풍년집본가,"서울특별시 관악구 난곡로 232, (신림동)",한식,,210.62,미성동,02 8523636
우담정,"서울특별시 관악구 남부순환로 2082-25, 4층 (남현동)",한식,,257.85,남현동,02  34726073
한방오리탕,"서울특별시 관악구 난우길 26, (신림동,지상1층)",한식,,42.92,미성동,02 8302055
계성치킨,"서울특별시 관악구 남현길 18, (남현동)",호프/통닭,,56,남현동,02 5859858
동해(東海),"서울특별시 관악구 신림로 286, 1층 (신림동)",횟집,,97.91,서원동,
명태어장 난곡점,"서울특별시 관악구 난곡로 180, 1층 (신림동)",한식,,164.89,난곡동,
돈뼈락,"서울특별시 관악구 난곡로30길 8, 1층 (신림동)",한식,,30.84,난곡동,02 8558662
두꺼비정육식당,"서울특별시 관악구 난곡로24길 12, 1층 (신림동)",한식,,47.56,난곡동,02839 5610
본동소바/돈가스,"서울특별시 관악구 신림로 312, 지상2층 (신림동)",분식,,64.51,서원동,02 887 6681
진안 흑돼지농장,"서울특별시 관악구 관악로14길 16, 1층 (봉천동)",호프/통닭,,51,낙성대동,02 8876855
난곡산장,"서울특별시 관악구 난곡로 170-6, 1층 (신림동)",한식,,247.77,난곡동,
쥬벤쿠바(Juven Cuba),"서울특별시 관악구 관악로14나길 10, 1층 (봉천동)","외국음식전문점(인도,태국등)",,40,낙성대동,
킷사서울,"서울특별시 관악구 남부순환로226길 31, 2층 (봉천동)",일식,,136.39,낙성대동,
제주청정돼지 어멍,"서울특별시 관악구 관악로14길 105, 제2층 (봉천동)",한식,,146.25,낙성대동,
홍콩반점0410(신림점),"서울특별시 관악구 남부순환로 1588, (신림동,지상2층)",중국식,,86.02,서원동,02  883 0410
성민육개장,"서울특별시 관악구 난곡로34길 12, 1층 (신림동)",한식,,24.42,난곡동,
텐동요츠야,"서울특별시 관악구 관악로14길 71, 2층 201호 (봉천동)",일식,,89.1,낙성대동,
감쪽같이,"서울특별시 관악구 조원로16길 33, 중앙빌딩 1층 101호 (신림동)",한식,,49.5,조원동,
부추삼겹살 딱이야,"서울특별시 관악구 신림동5길 49, 1층 (신림동)",한식,,93.58,신림동,
명품횡성한우가,"서울특별시 관악구 봉천로 266, 대명빌딩 2~4층 (신림동)",한식,,462.4,신림동,02  877 7030
해담촌,"서울특별시 관악구 신림로 300, 1층 (신림동)",한식,,148.5,서원동,02 884 7977
시골집,"서울특별시 관악구 낙성대로 22-7, (봉천동)",한식,,92.88,낙성대동,02  874 7333
옛날농장,"서울특별시 관악구 봉천로 262, 1층 (신림동)",한식,,264.21,신림동,02 8732280
곤지암할매소머리국밥왕갈비탕,"서울특별시 관악구 문성로 96, 1층 (신림동)",한식,,80.41,미성동,
목포산낙지철판해물,"서울특별시 관악구 조원로 125-1, (신림동)",한식,,91.06,신사동,
청호,"서울특별시 관악구 서림길 24, 1층 (신림동)",중국식,,33.56,서림동,02 8782882
옛날불고기,"서울특별시 관악구 신림로18가길 24, 1층 (신림동)",한식,,96.82,서림동,02 8712369
대추나무골감자탕,"서울특별시 관악구 조원중앙로 42, 1층 (신림동)",한식,,105.45,조원동,
풍년오리,"서울특별시 관악구 관악로15길 9, 2층 (봉천동)",한식,,91,청룡동,02  875 9999
삼수갑산,"서울특별시 관악구 남현1길 38-9, 2,3층 (남현동)",한식,,322,남현동,02  583 0012
해태식당,"서울특별시 관악구 청룡1길 33, 1층 (봉천동)",한식,,75.9,청룡동,02 8855398
신안갯뻘낙지명태어장,"서울특별시 관악구 난곡로 330, 1층 (신림동)",한식,,94.9,신사동,02  862 6333
아리차이,"서울특별시 관악구 신림동길 4, (신림동,지하1층,지상1,2층)",중국식,,481.63,신림동,02 8771272
가마솥,"서울특별시 관악구 관악로17길 13, 1층 (봉천동)",한식,,132.84,청룡동,02 8870188
장항복아구전문,"서울특별시 관악구 봉천로 186, 1~2층 (신림동)",한식,,148.88,신림동,02 8757101
화로구이,"서울특별시 관악구 남부순환로 1453, (신림동,지상2층~4층)",한식,,996.01,조원동,02 8668592
상도늘보리 봉천역점,"서울특별시 관악구 봉천로 379, (봉천동,,6)",한식,,90,은천동,
남원추어탕,"서울특별시 관악구 쑥고개로 135, 1층 (봉천동)",한식,,111.59,청룡동,02  877 4946
청진동해장국,"서울특별시 관악구 관악로 105, (봉천동,지상1층)",한식,,147.35,청룡동,02  875 9882
정수사(鄭壽司),"서울특별시 관악구 관악로 263, (봉천동,브라운스톤 지하2층 B201,B202,B203,B204,B205호)",일식,,229.46,성현동,02 8894567
광시생고기,"서울특별시 관악구 관악로30길 15, 1층 (봉천동)",한식,,220,청림동,02  883 7700
일구칠구매운탕,"서울특별시 관악구 신림로26길 5, (신림동, 지상1층)",한식,,155.8,서림동,02 8881991
청국장과보리밥,"서울특별시 관악구 관악로24길 80, 1층 (봉천동)",한식,,61.38,행운동,02  878 8858
족팔려,"서울특별시 관악구 남현3길 75, (남현동)",한식,,128.7,남현동,
마뇨떡볶이,"서울특별시 관악구 신원로 35, 2층 (신림동)",분식,,198,서원동,02  873 6262
이금옥샤브샤브칼국수,"서울특별시 관악구 관악로 132, 2층 (봉천동)",한식,,110,낙성대동,02  871 5417
태능숯불갈비,"서울특별시 관악구 봉천로7길 30, 2층 (봉천동)",한식,,96.92,보라매동,
낙성곱창,"서울특별시 관악구 봉천로 495-3, (봉천동)",한식,,53.79,행운동,02 8721118
배영만 당진아구,"서울특별시 관악구 봉천로 560, 1층 (봉천동)",한식,,147.4,낙성대동,02  872 7978
예전,"서울특별시 관악구 봉천로 209, 7층 (봉천동, 롯데백화점)",한식,,127.3,보라매동,02 8411701
정가,"서울특별시 관악구 남부순환로 1710, 지하1~지상1층 (봉천동)",한식,,494.97,청룡동,02 8848988
심가면옥,"서울특별시 관악구 신림로 121, 2층 (신림동)",한식,,206.59,대학동,02 8872777
고창복의 낙지세상,"서울특별시 관악구 남부순환로 1725, (봉천동)",한식,,302.69,은천동,02 8864242
모힝 비스트로,"서울특별시 관악구 남부순환로226길 36, 2층 (봉천동)",한식,,61.84,낙성대동,
태양수산,"서울특별시 관악구 남현1길 19, (남현동)",한식,생선회,48.16,남현동,
한근한방삼계탕,"서울특별시 관악구 봉천로 396, (봉천동)",한식,,177.85,은천동,02 877 2100
황제갈비,"서울특별시 관악구 남부순환로 1644, (신림동,,-29  지상2층,3층)",한식,,690.03,서원동,02  888 9665
전준수명품청기와감자탕 쑥고개점,"서울특별시 관악구 신림로 206, 1층 (신림동)",정종/대포집/소주방,,82.5,서림동,02 8869298
우리동네고기집,"서울특별시 관악구 인헌6길 24, (봉천동,지상2층)",한식,,132,인헌동,070 71635100
은행나무집,"서울특별시 관악구 관악로 104, 1층 (봉천동)",한식,,156.34,낙성대동,
홍주고깃간,"서울특별시 관악구 남현1길 59, (남현동)",기타,,74.05,남현동,02 5821925
일구칠구 매운탕,"서울특별시 관악구 난곡로66가길 6, 1층 (신림동)",한식,,100.77,신사동,
신안산낙지철판,"서울특별시 관악구 봉천로 213-20, 1층 (봉천동)",한식,,78.89,보라매동,02 8861265
한고을식당,"서울특별시 관악구 난곡로 100, A동 1층 101호 (신림동, 파로스프라자)",한식,,143.2,난향동,
밀향기,"서울특별시 관악구 봉천로 593, 1층 102호 (봉천동)",분식,,56.52,인헌동,02 8865479
서천아구대구뽈찜탕,"서울특별시 관악구 남현1길 40, 유일빌딩 1층 (남현동)",한식,,91.6,남현동,
신주옥미 신림역점,"서울특별시 관악구 신림로65길 16, 1층 (신림동)",한식,,98.67,신림동,02 8728555
깜놀생고기,"서울특별시 관악구 남현1길 42, 제2층 (남현동)",한식,구이,170.43,남현동,
제주 돈 Day,"서울특별시 관악구 호암로26길 71, 1층 (신림동)",한식,구이,66,대학동,02 8748286
코란라멘 본점,"서울특별시 관악구 대학6길 14, (신림동)",일식,라멘,57.42,대학동,
오정담,"서울특별시 관악구 남부순환로 1483, 1층 (신림동)",한식,오리고기,259.2,신사동,
일품 양평해장국,"서울특별시 관악구 관악로 154-6, 1층 (봉천동)",한식,해장국,29.06,낙성대동,02 8780233
만성찬팅,"서울특별시 관악구 신림로 322-4, 지하1층 (신림동)",호프/통닭,꿔바로우,320.73,서원동,02 8831978
친 향 중식당,"서울특별시 관악구 신림로 133, 1층 (신림동)",경양식,짜장면,129.96,대학동,
온정돈까스,"서울특별시 관악구 남부순환로 1509, B동 1층 (신림동)",경양식,,158.35,신사동,02  32813330
산야로,"서울특별시 관악구 관악로 111, (봉천동,지상1층)",한식,,183.6,청룡동,02 8893390
정숙성,"서울특별시 관악구 남부순환로226길 31, 1층 (봉천동)",한식,,189.81,낙성대동,
대호아구집,"서울특별시 관악구 남부순환로 1829-9, (봉천동)",한식,,110.34,행운동,02 8891700
시골명가,"서울특별시 관악구 남현1길 40, 2층 (남현동)",한식,,155.33,남현동,02  586 3011
진담식당 낙성대점,"서울특별시 관악구 봉천로 594, (봉천동)",한식,,94.05,인헌동,
