업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
백식당,"서울특별시 용산구 원효로58길 31, (신계동,(지상1층))",한식,"육회,향정살,삼겹살",42.5,원효로제1동,02 7015656
덕순루,"서울특별시 용산구 한강대로80길 11, (남영동)",중국식,깐풍기,81,남영동,02 7936656
일일향,"서울특별시 용산구 한강대로40길 26, 복십자의원 2층 (한강로2가)",중국식,어향동고,312.96,한강로동,02  790 4300
금은돈,"서울특별시 용산구 한강대로14가길 14, 1층 (한강로3가)",한식,금돈삼겹살,57.03,한강로동,221358344
한강동,"서울특별시 용산구 한강대로 56-1, 1층 (한강로3가)",일식,"카이센동,숙성회",46.86,한강로동,221357876
독도참치,"서울특별시 용산구 대사관로 78, (한남동,(지상1층))",한식,참치회,80,한남동,02 7907895
돈치앤,"서울특별시 용산구 효창원로66길 7-8, (효창동,(지상1층))",일식,돈까스,59.94,효창동,231410306
회나무식당,"서울특별시 용산구 녹사평대로 238-1, 1층 (이태원동)",한식,초당순두부,82.35,이태원제2동,02 7900831
오복함흥냉면,"서울특별시 용산구 한강대로84길 4, 1층 (남영동)",냉면집,회냉면,114.48,남영동,02 7036357
임도령,"서울특별시 용산구 한강대로 95, 지하2층 B202호 (한강로2가, 래미안용산)",한식,부대찌개,80.08,한강로동,02 7924142
금홍,"서울특별시 용산구 서빙고로 17, 1층 32호 (한강로3가)",중국식,유린기,71.47,한강로동,02 7960995
루트(루트에브리데이),"서울특별시 용산구 이태원로55가길 26-4, 지상2층 (한남동)",경양식,아보카도롤,49.06,한남동,02 7979505
참이맛원효점,"서울특별시 용산구 원효로89길 4, 1,2층 (원효로1가)",한식,묵은지감자탕,64.5,원효로제1동,02 7114587
정성달아 한남동본점,"서울특별시 용산구 대사관로 65, (한남동, 657-159 지상1층)",한식,수제왕돈까스,105.6,한남동,262044252
바다식당,"서울특별시 용산구 이태원로 245, 2층 (한남동)",한식,존슨탕,257.72,한남동,50713761317
나리의집,"서울특별시 용산구 이태원로 245, (한남동, 738-24 지상1층)",한식,삼겹살,137.72,한남동,02 7934860
보스라멘,"서울특별시 용산구 청파로 74, (한강로3가, 16-9외6필지 용산전자랜드 지상6층)",일식,탄탄멘돈가스정식,92.56,한강로동,50713722090
산골집500소갈비살,"서울특별시 용산구 서빙고로 4-16, (한강로3가,(지상1.2층))",한식,생소갈비살,78.66,한강로동,02 7940577
이북집찹쌀순대,"서울특별시 용산구 한강대로40길 19, 2층 (한강로2가)",한식,순대국밥,172.32,한강로동,02  793 0964
서울고깃집,"서울특별시 용산구 한강대로104길 20, 1층 (동자동)",한식,숙성통삼겹,42.17,남영동,02 7771015
열정갈비,"서울특별시 용산구 새창로 106-1, (용문동, 28-25 지상1,2층)",한식,돼지갈비,115.19,용문동,02 7069294
섬집,"서울특별시 용산구 한강대로14길 8, 2,3,4층 (한강로3가)",한식,보리굴비,452.58,한강로동,02 7940084
양계장닭한마리,"서울특별시 용산구 한강대로104길 20, 지상1,2층 (동자동)",한식,소고기,115.06,남영동,02 7741002
별진화로구이,"서울특별시 용산구 한강대로77길 11, (갈월동)",한식,돼지고기모듬,231.92,남영동,02 7170398
오시반상,"서울특별시 용산구 한강대로 92, (한강로2가,국제빌딩 아케이드 지하1층)",한식,원조현미비빔밥,59.4,한강로동,7088614444
용산양다리,"서울특별시 용산구 원효로41길 15, 1층 (원효로3가)",한식,양꼬치,166.25,원효로제2동,02 7126238
고흥집해란,"서울특별시 용산구 장문로6길 11, 1,2층 (동빙고동)",한식,생고기구이,145.61,서빙고동,02 7498892
돈에뜰,"서울특별시 용산구 한강대로40가길 39, 지상1,2층 (한강로2가)",한식,삼겹살,165.47,한강로동,02 7935487
등촌샤브칼국수서울역점,"서울특별시 용산구 후암로 107, (동자동,게이트웨이타워(지상1층))",한식,육개장,83,남영동,02 7275470
김명자굴국밥전문점,"서울특별시 용산구 후암로 107, (동자동,케이트웨이타워 1층 104(B))",한식,굴국밥,86,남영동,02 7274300
열정갈비,"서울특별시 용산구 백범로90라길 31, 1층 (원효로1가)",한식,돼지갈비,59.74,원효로제1동,02 7069292
마루,"서울특별시 용산구 녹사평대로32길 59, (이태원동,(지상1층))",한식,한정식,208.1,이태원제1동,02 7495454
숯불애닭,"서울특별시 용산구 한강대로39길 16, 1층 (한강로2가)",한식,닭갈비,120.33,한강로동,02 7929393
삼삼뼈국 서울역점,"서울특별시 용산구 후암로 99, (동자동,(지상1,2층))",한식,감자탕,167.6,남영동,237893450
전주집,"서울특별시 용산구 후암로 107, (동자동,게이트웨이타워(지상1층))",한식,콩나물국밥,233.55,남영동,02 7774887
교동짬뽕,"서울특별시 용산구 후암로 107, (동자동,게이트웨이타워 1층 103(B))",한식,교동짬뽕,72.1,남영동,02 7274080
성원식당,"서울특별시 용산구 한강대로104길 8, (동자동,(지상2층))",한식,"소,돼지구이",124.5,남영동,02 7778070
반궁 서울역점,"서울특별시 용산구 후암로 107, (동자동,게이트웨이타워(지상1층))",한식,돼지국밥,108.9,남영동,02 7523135
유진막국수,"서울특별시 용산구 장문로 18, (동빙고동,(지상1층))",한식,막국수,113.48,서빙고동,02 7972307
용산양꼬치,"서울특별시 용산구 백범로99길 60, 1층 (한강로1가)",한식,양다리통구이,133.5,한강로동,02 7499088
홍가진국,"서울특별시 용산구 원효로 241-1, 1층 (원효로1가)",한식,설렁탕,73.2,원효로제1동,02 7143339
쌀쌀맞은닭서울역점,"서울특별시 용산구 후암로 107, 1층 (동자동, 게이트웨이타워)",한식,치킨,178.35,남영동,02 7770201
동아냉면,"서울특별시 용산구 대사관로 45-1, (한남동,(지상1층))",한식,냉면,90.48,한남동,02 7967442
서울밤,"서울특별시 용산구 녹사평대로40길 57, (이태원동,(지상1층))",한식,순두부찌개,50,이태원제1동,02 7978486
해콩 손두부 밥상,"서울특별시 용산구 후암로 107, 게이트웨이타워 1층 112호 (동자동)",한식,손두부,48.24,남영동,
윤선국밥,"서울특별시 용산구 한강대로 328, 1층 (갈월동)",한식,"국밥,해장국",82.5,남영동,02 7739882
한강오리,"서울특별시 용산구 한강대로104길 53, (동자동,(지상1층))",한식,"오리탕,삼계탕",130.68,남영동,02 3184006
용산대식가,"서울특별시 용산구 한강대로15길 23, 지상2층 (한강로3가)",일식,피데기찜,195.72,한강로동,02 7976009
메시야,"서울특별시 용산구 한강대로 358, 1층 (동자동)",일식,김치돈까스,52.9,남영동,02  318 5235
담쟁이,"서울특별시 용산구 한강대로76길 11-8, (남영동,(지상1층))",기타,전복삼계탕,74.32,남영동,02 7979288
(주)어번그룹 바토스 이태원점,"서울특별시 용산구 이태원로15길 1, (이태원동, 181-8 지상2층 2호,3호)",경양식,멕시코음식,587.64,이태원제1동,02 7978226
한남북엇국,"서울특별시 용산구 독서당로 65-7, 지상1~3층,지하1층 (한남동)",한식,북엇국,259.36,한남동,02  22971988
단비,"서울특별시 용산구 한남대로20길 21-12, 1층 (한남동)",한식,한정식,110.44,한남동,02 7978375
세광양대창용산점,"서울특별시 용산구 한강대로 144, (한강로2가, 93-3 지상1층)",한식,대창구이,139,한강로동,02 7907113
길농원훈제바베큐,"서울특별시 용산구 원효로 71, (원효로4가,(지상1층))",호프/통닭,훈제오리,56.1,원효로제2동,02 7196668
부다스벨리,"서울특별시 용산구 녹사평대로40길 48, (이태원동, 457-1 지상1층)",경양식,태국음식,52.56,이태원제1동,02 7969330
미성중국관,"서울특별시 용산구 한강대로84길 8, (남영동,(지상1층))",중국식,중식코스,67.87,남영동,02 7903034
양귀비짬뽕,"서울특별시 용산구 후암로 38, 지상1층 (후암동, 추빌딩)",중국식,짬뽕,147.29,후암동,02 7765200
초승달,"서울특별시 용산구 회나무로26길 12, 1층 102호 (이태원동)",일식,초밥,66.05,이태원제1동,02 7496444
용작교,"서울특별시 용산구 한강대로 54, 1,2층 (한강로3가)",한식,직화삼겹덮밥,72.73,한강로동,02 7907308
기와,"서울특별시 용산구 한강대로21나길 40, (한강로3가, 40-712 지상1층)",한식,한정식,1306.17,한강로동,02  710 7777
계경순대국숙대입구역점,"서울특별시 용산구 한강대로 306, 1층 (갈월동)",한식,순대국,100,남영동,02  37897547
연미정,"서울특별시 용산구 한강대로104길 38, (동자동,(지상1층))",경양식,양고기,57.87,남영동,
송탄부대찌개숯불갈비,"서울특별시 용산구 후암로57길 3-2, (동자동)",한식,부대찌개,81.51,남영동,02 7774292
(주)에스와이에스홀딩스 이남장설렁탕 전자랜드점,"서울특별시 용산구 청파로 74, (한강로3가, 16-9외6필지 용산전자랜드 지상7층1호)",한식,설렁탕,226.41,한강로동,02 7010088
봉추찜닭 숙대점,"서울특별시 용산구 청파로45길 13, (청파동3가,(지상1층))",분식,찜닭,46.72,청파동,02 7176981
똘래미,"서울특별시 용산구 한강대로 264, (남영동,(지상1층))",한식,짬뽕,74.07,남영동,02  7974443
마시마니흑염소삼각지역본점,"서울특별시 용산구 한강대로62가길 20, (용산동3가,(지상1층))",한식,부대찌개,58.2,한강로동,02 7941408
두바이(DUBAI),"서울특별시 용산구 이태원로 192, (이태원동,(지상2층))",경양식,양고기스테이크,231,이태원제1동,02 7989277
마산아구탕,"서울특별시 용산구 이촌로58길 12, (이촌동)",한식,아구찜,78.65,이촌제1동,02 7958465
다채,"서울특별시 용산구 녹사평대로 66, (동빙고동,상가동2,3,4,5호(지하3층))",한식,쌈밥정식,193.69,서빙고동,02 7929233
동천홍,"서울특별시 용산구 두텁바위로 69, (후암동)",중국식,중식코스,289.8,후암동,02 7797781
더함,"서울특별시 용산구 청파로47길 52, 2층 201,203호 (청파동2가)",한식,한정식,272.17,청파동,02 7073692
진도미역국&이촌삼계탕,"서울특별시 용산구 이촌로64길 61, (이촌동)",한식,"미역국,삼계탕",177,이촌제1동,02 7907555
돈까스잔치,"서울특별시 용산구 서빙고로 297, 1층 (동빙고동)",한식,"돈까스, 잔치국수",119.01,서빙고동,02 7969969
마오,"서울특별시 용산구 회나무로 57, (이태원동,(지상4층))",중국식,베이징덕,165,이태원제1동,02 793 8845
용산화로,"서울특별시 용산구 한강대로76길 21-11, (남영동,(지상1층))",한식,소고기구이,42.84,남영동,02 7932968
횡성한우목장,"서울특별시 용산구 효창원로48길 6, (용문동)",한식,소갈비,139.9,용문동,02 7168592
아이오유(I.O.U),"서울특별시 용산구 원효로1길 16, (청암동,(지상1,2층))",경양식,파스타,220.77,원효로제2동,02  32751151
정감어린,"서울특별시 용산구 후암로 4, (후암동,(지상2,3,4층))",한식,소갈비,380,후암동,02754 4389
마구로센,"서울특별시 용산구 대사관로31길 24, (한남동,(지상1층))",일식,참치,139.5,한남동,02  792 1110
풍년숯불갈비,"서울특별시 용산구 새창로 130, (원효로2가,(지상1,2층))",한식,돼지갈비,130.81,원효로제1동,02 7196530
씨제이푸드빌(주)한쿡,"서울특별시 용산구 남산공원길 126, (용산동2가, 서울타워 전망1층)",한식,한정식,397.78,용산2가동,02 34559292
씨제이푸드빌(주)엔그릴,"서울특별시 용산구 남산공원길 126, (용산동2가, 서울타워 전망5층)",경양식,스테이크,21.5,용산2가동,221055727
씨제이푸드빌(주)더플레이스다이닝&BBIS,"서울특별시 용산구 남산공원길 126, (용산동2가, 서울타워 광장1,2층)",경양식,파스타,658.51,용산2가동,234559220
서계마을,"서울특별시 용산구 효창원로 270, 만리시장 (서계동)",한식,명태매콤조림,128.7,청파동,02 7139007
원할머니보쌈 남영점,"서울특별시 용산구 한강대로 254, (남영동,(지상1층))",한식,보쌈,165,남영동,02 7921318
한강회관,"서울특별시 용산구 이촌로75길 10-3, (이촌동,(지상2층))",한식,한우불고기,187.61,이촌제1동,02 7939855
댓잎갈비,"서울특별시 용산구 보광로 1, (보광동)",한식,댓잎갈비,359.51,보광동,02 7963355
태양,"서울특별시 용산구 백범로99길 54, (한강로1가,(지상1층))",중국식,짬뽕,141.9,한강로동,02 7925538
웨스턴차이나,"서울특별시 용산구 독서당로 73, (한남동)",중국식,딤섬,299.77,한남동,02 7956751
은성,"서울특별시 용산구 한강대로84길 11-16, (남영동)",한식,"부대찌개,스테이크",83.13,남영동,02 7972855
초원,"서울특별시 용산구 한강대로80길 7, (남영동)",한식,한우특수부위,177,남영동,02 7954175
봉피양(용산),"서울특별시 용산구 한강대로40길 31, 지상1,2층 (한강로2가)",한식,한우생등심,297.69,한강로동,02795 6446
열해,"서울특별시 용산구 이촌로 248, (이촌동,(한강맨션 21동 201호))",일식,모듬생선회,91.06,이촌제1동,02793 1188
대우정,"서울특별시 용산구 후암로57길 7, (동자동,(지상1,2층))",한식,돼지고기구이,135.17,남영동,02 7529685
셰프테이너,"서울특별시 용산구 이태원로27길 101, (이태원동,(지하1층))",경양식,등심스테이크,151.59,이태원제1동,02 7949172
남산한정식,"서울특별시 용산구 회나무로44길 40, (이태원동,(지하1층))",한식,불고기,48.15,이태원제1동,02 7979835
청운가든,"서울특별시 용산구 청파로 383-8, (서계동,(지상1,2층))",한식,갈비탕,208.02,청파동,02 7112625
라쿠치나(주)세부유통,"서울특별시 용산구 회나무로44길 10, (이태원동)",경양식,스테이크,377.26,이태원제1동,02 7946005
신라갈비찜,"서울특별시 용산구 원효로 69, (원효로4가,(지상1층))",한식,"냉면,갈비탕",181.42,원효로제2동,02 7191290
강원정 삼계탕,"서울특별시 용산구 원효로89길 13-10, (원효로1가,(지상1층))",한식,삼계탕,64.38,원효로제1동,02 7199978
신머이베트남쌀국수 본점,"서울특별시 용산구 청파로45길 9, 지상1층 (청파동3가)",경양식,쌀국수,97.69,청파동,02 7116175
팔보,"서울특별시 용산구 원효로 70, (원효로4가, 118-1 지상2층)",중국식,전가복,149.79,원효로제2동,02 7157079
이촌동 면옥,"서울특별시 용산구 이촌로54길 17, (이촌동,(지상1.2층))",한식,냉면,378.94,이촌제1동,02 7967775
