업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
도모다찌,"서울특별시 강남구 영동대로 513, 지하1층 L101호 (삼성동, 코엑스몰)",경양식,"돈가스, 초밥",69.75,삼성1동,260026243
예가낙지마을,"서울특별시 강남구 영동대로 513, 지하1층 O-110호 (삼성동, 스타필드 코엑스몰)",한식,"낙지 볶음, 덮밥",69.75,삼성1동,
동경,"서울특별시 강남구 영동대로 513, 지하1층 J108호 (삼성동, 코엑스몰 )",분식,돈까스,72.85,삼성1동,260026460
토말,"서울특별시 강남구 선릉로121길 13, 지상1, 2층 (논현동)",한식,보리굴비,400,논현1동,
조수사,"서울특별시 강남구 테헤란로14길 6, (역삼동)",일식,회,227.23,역삼1동,205641133
토담골,"서울특별시 강남구 봉은사로37길 5, 태양빌딩 지하1층 (논현동)",한식,한정식,425.16,논현1동,02 5485121
까사생갈비,"서울특별시 강남구 봉은사로2길 23, 2층 (역삼동)",기타,숙성생갈비,192.8,역삼1동,
장인닭갈비,"서울특별시 강남구 테헤란로1길 19, 지하1층 (역삼동, 로하스애비뉴빌딩)",호프/통닭,닭갈비,154.79,역삼1동,
최수사 대게마을,"서울특별시 강남구 논현로 429, (역삼동,씨앤씨빌딩3층4층)",일식,대게정식,444.64,역삼1동,02 5662525
대구뽈지리탕,"서울특별시 강남구 논현로85길 57, 1층 (역삼동)",한식,대구탕,58.82,역삼1동,
카쿠레가 역삼 직영점,"서울특별시 강남구 테헤란로10길 21, A동 지상1층 103호 (역삼동)",일식,텐동,176,역삼1동,
강남진해장,"서울특별시 강남구 테헤란로5길 11, 1층 (역삼동)",한식,해장국,264,역삼1동,
그냥찌개집,"서울특별시 강남구 테헤란로10길 21, A동 지상1층 (역삼동, 세명프라자)",한식,김치찌개,115.5,역삼2동,
고래불,"서울특별시 강남구 논현로79길 62, 지상1,2층 (역삼동)",한식,영덕게살비빔밥,367.61,역삼1동,02  566 3677
청담25,"서울특별시 강남구 압구정로79길 32, 2층 201,202,203,204호 (청담동)",한식,한우꽃등심,367.31,청담동,
삼환,"서울특별시 강남구 영동대로112길 10, 지상1층 101호,102호 (삼성동)",한식,소갈비,215,삼성1동,02 5462429
중경마라탕,"서울특별시 강남구 테헤란로1길 44, 지상1층 (역삼동)",경양식,마라탕,151.39,역삼1동,02 5582151
장군 주먹고기,"서울특별시 강남구 개포로82길 9-15, 지상2층 (개포동)",분식,삼겹살,140.18,개포1동,
이마스시,"서울특별시 강남구 논현로168길 22, 계진빌딩 지상1층 (신사동)",일식,회정식,165,신사동,02 5117001
혼,"서울특별시 강남구 개포로 210, (개포동,지상1층)",한식,참치회,33,개포4동,5298288
바오로흑염소,"서울특별시 강남구 선릉로93길 18, 지상2층 (역삼동)",탕류(보신용),염소탕,323.97,역삼1동,
무등산 카이로스,"서울특별시 강남구 선릉로91길 18, 동현빌딩 지상2층 (역삼동)",한식,백숙,149.2,역삼1동,
문,"서울특별시 강남구 언주로150길 21, (논현동,지상1.2층)",한식,"보리굴비, 갈비찜",297.84,논현2동,02 5168228
(주)일일향 도곡1호점,"서울특별시 강남구 언주로 123, 지상1층 101호 (도곡동, 개포한신아파트)",중국식,"자장면, 짬뽕",586.78,도곡1동,02  34614468
스시유,"서울특별시 강남구 영동대로 407, (대치동,지상1,2층)",일식,생선회,405.74,대치2동,5537870
한성칼국수,"서울특별시 강남구 언주로148길 14, 청호불교문화원 가동 지상2층 (논현동)",한식,"칼국수, 수육, 모듬전",332.31,논현1동,02  544 0540
후지,"서울특별시 강남구 삼성로86길 23, (대치동,지하1층,지상1층)",일식,대게요리,281.93,대치4동,02 5679880
시골진지상,"서울특별시 강남구 삼성로 535, (삼성동)",한식,보리굴비정식,136.8,삼성2동,02 5553448
오늘도 등심,"서울특별시 강남구 테헤란로8길 11-4, 1층 (역삼동)",한식,구이,153.5,역삼1동,
부전 한돈,"서울특별시 강남구 일원로9길 46, (일원동,지상1층)",한식,콩나물 국밥,148.76,일원1동,
진상횟집 역삼직영점,"서울특별시 강남구 언주로85길 25, 지상1층 (역삼동)",한식,설렁탕,168.45,역삼1동,
금화중식당,"서울특별시 강남구 자곡로 172, 지상1층 106호,128호,129호 (자곡동)",중국식,"자장면, 짬뽕",123.9,세곡동,
한촌설렁탕 선릉역점,"서울특별시 강남구 선릉로86길 24, 지상2층 (대치동)",한식,설렁탕,97.93,대치1동,
유장원보쌈,"서울특별시 강남구 학동로28길 5, (논현동,지상1,2층)",한식,"보쌈, 족발",255.23,논현1동,205165625
원조닭칼국수,"서울특별시 강남구 논현로10길 13, (개포동,지상1층)",분식,닭칼국수,86,개포4동,234614424
박대박,"서울특별시 강남구 언주로172길 60, 지상1층 (신사동)",한식,부대찌개,125.62,신사동,
무탄,"서울특별시 강남구 논현로176길 22, 1층 (신사동)",중국식,"자장면, 짬뽕",270.04,신사동,
명동칼국수샤브샤브,"서울특별시 강남구 언주로 427, (역삼동,1층역삼디오빌112호)",한식,칼국수,93.05,역삼2동,
천미미,"서울특별시 강남구 강남대로152길 11, 지상1층 (신사동)",중국식,자장면,235.69,신사동,
명가한식,"서울특별시 강남구 역삼로14길 6, 1층 (역삼동)",한식,삼겹살,97,역삼1동,553 9800
바다를 훔친 언니,"서울특별시 강남구 강남대로154길 12, (신사동)",분식,"해물모둠, 전골",86.06,신사동,
아오끼,"서울특별시 강남구 선릉로100길 30, (삼성동,지상1층)",일식,회정식,314.05,삼성2동,02 5691586
송화,"서울특별시 강남구 테헤란로19길 12, 1층 (역삼동)",한식,김치찜,132,역삼1동,
하동관,"서울특별시 강남구 영동대로 513, 지하1층 J-101호 (삼성동, 코엑스 기존컨벤션센터)",한식,한우곰탕,202.46,삼성1동,
두릉도원 북촌순두부,"서울특별시 강남구 학동로4길 15, 1층 107,108,109호 (논현동, 동화히스토리)",한식,"순두부, 보쌈",129,논현1동,02  565 2792
아야진생태찌개 역삼점,"서울특별시 강남구 논현로 329, 지상1,2,3층 (역삼동)",한식,생태찌개,253.28,역삼2동,
갓텐스시강남점,"서울특별시 강남구 테헤란로 109, (역삼동,강남제일빌딩 1층)",일식,초밥,483.93,역삼1동,02  20511560
육목원,"서울특별시 강남구 강남대로 328, 강남역 쉐르빌 지상2층 201호,202호,203호 (역삼동)",한식,간장게장,219.29,역삼1동,
뜨락,"서울특별시 강남구 영동대로142길 13-3, 2층 (청담동)",한식,안심구이,98.59,청담동,25432987
연화산,"서울특별시 강남구 언주로93길 31, (역삼동,지상2층)",중국식,중식,217.49,역삼1동,02 5585375
천하일품추어탕,"서울특별시 강남구 언주로 508, (역삼동,상록회관지하1층)",한식,추어탕,247.93,역삼1동,5019970
배정철 어도,"서울특별시 강남구 언주로148길 14, 1층 (논현동)",일식,샤브샤브,199.91,논현1동,2
반룡산,"서울특별시 강남구 테헤란로78길 26, (대치동,지상1층)",경양식,냉면,214.38,대치4동,
아구본가 첨벙 신사본점,"서울특별시 강남구 강남대로150길 12, 지하1층나호, 1층나호 (논현동)",한식,아귀찜,105.3,논현1동,205438873
산월숯불갈비,"서울특별시 강남구 개포로 623, (개포동,미씨860오피스텔1층122호)",한식,한우,220.16,개포3동,234135566
미미가,"서울특별시 강남구 선릉로90길 42, (대치동,지하1층)",한식,짬뽕,132.23,대치4동,02 5014795
이즈미,"서울특별시 강남구 압구정로 165, (압구정동,현대백화점 05-7)",한식,생선회,340.5,신사동,234165811
우밀가 상록점,"서울특별시 강남구 언주로 508, 지하1층 (역삼동)",한식,불고기,466.87,역삼1동,5602020
아시안라이브,"서울특별시 강남구 봉은사로 524, 2층 (삼성동)",경양식,퓨전음식,1205.02,삼성1동,2
무화잠,"서울특별시 강남구 강남대로 292, 뱅뱅빌딩 지하1층 (도곡동)",한식,오리,474.65,도곡1동,
금강수림,"서울특별시 강남구 강남대로 240, (도곡동,양재SK허브프리모 지하2층)",한식,장어,284.81,도곡1동,25779992
순리대로,"서울특별시 강남구 논현로28길 13, 지상1층 (도곡동)",한식,순대국밥,227.8,도곡1동,
진수사,"서울특별시 강남구 테헤란로37길 13-7, (역삼동)",일식,회,114,역삼1동,205613544
단스시(논현점),"서울특별시 강남구 언주로 652, (논현동,지상2층)",일식,초밥,349.52,논현2동,234451114
우리돈삼이,"서울특별시 강남구 테헤란로 147, 지하1층 1호 (역삼동)",한식,삼겹살,82.31,역삼1동,
옛날집,"서울특별시 강남구 선릉로148길 38, (청담동,지하1층)",한식,명란정식,160.64,청담동,02  549 7888
양문(역삼점),"서울특별시 강남구 언주로93길 21, 1층 (역삼동, 남전타운)",기타,육개장,171.6,역삼1동,
두껍삼 역삼직영점,"서울특별시 강남구 테헤란로8길 17, 지상1, 2, 3층 (역삼동)",한식,삼겹살,796.32,역삼2동,
케르반레스토랑 코엑스점,"서울특별시 강남구 영동대로 513, 지하1층 H105호 (삼성동, 기존컨벤션센터)",경양식,"고기, 피자",216.11,삼성1동,02  556 4746
청계숲양대창 (강남직영점),"서울특별시 강남구 강남대로 324, 역삼디오슈페리움 지상1층 101호,103호 (역삼동)",한식,양대창,251.91,역삼1동,
새마을식당,"서울특별시 강남구 봉은사로 210, (역삼동)",한식,고기구이,300.44,역삼1동,2
영이네,"서울특별시 강남구 도곡로4길 19, 지상1층 (도곡동)",기타,분식 및 즉석떡볶이,212.44,도곡1동,
영암집,"서울특별시 강남구 강남대로124길 49, (논현동,지상1층)",분식,소고기,66.66,논현1동,5464198
만두의 전설,"서울특별시 강남구 학동로 158, (논현동)",분식,만두,47.03,논현1동,205492473
언양불고기,"서울특별시 강남구 학동로2길 15, 1층 (논현동)",한식,소고기,144.64,논현1동,02 5482684
꽃지삼성,"서울특별시 강남구 봉은사로 610, (삼성동)",한식,간장게장,198.62,삼성1동,02 5554185
초심한우 정육식당,"서울특별시 강남구 언주로148길 27, 1,2층 (논현동)",정종/대포집/소주방,소고기,199.04,논현1동,
노다지 삼겹살,"서울특별시 강남구 삼성로64길 49, (대치동)",한식,"삼겹살, 차돌박이",96.82,대치1동,02 5541463
사조참치삼성점,"서울특별시 강남구 영동대로86길 17, (대치동)",일식,참치회,192.4,대치1동,02 5614504
호보식당,"서울특별시 강남구 논현로85길 43, (역삼동,지하1층)",한식,삼겹살,271.07,역삼1동,02  565 5505
주)봉산집,"서울특별시 강남구 삼성로 564, 지상2층,지상3층 (삼성동)",한식,차돌박이,452.95,삼성1동,
압구정수제도시락 샐러드&샌드위치,"서울특별시 강남구 논현로151길 11, 1층 (신사동)",기타,도시락,46.9,신사동,
청송일식,"서울특별시 강남구 개포로 621, 지하114호 (개포동, SH공사)",일식,회덮밥,89.01,개포3동,02  415 5430
온심옥 역삼본점,"서울특별시 강남구 테헤란로25길 31, 지상1층 (역삼동)",한식,"갈비탕, 매운갈비찜",212.42,역삼1동,
애호락 강남직영점,"서울특별시 강남구 테헤란로 129, 지하2층 (역삼동)",한식,"찌개, 육류, 생선",138.87,역삼2동,
(주)청담푸드빌(청담복집)(신의주찹쌀순대),"서울특별시 강남구 영동대로 725, (청담동)",한식,순대,857.93,청담동,02 5119081
삼미,"서울특별시 강남구 학동로2길 30, (논현동)",한식,돼지갈비,66.59,논현1동,02 5499485
신조준형,"서울특별시 강남구 강남대로84길 33, (역삼동,대우디오빌지하1층101호)",한식,초밥,224.46,역삼1동,220500066
백가향,"서울특별시 강남구 영동대로85길 6, 지상2층 (대치동)",중국식,"해삼탕, 송이전복",202,대치1동,
신복관 한우육개장 전문점,"서울특별시 강남구 테헤란로25길 11, (역삼동,지상2층)",경양식,"육개장, 설렁탕",135.92,역삼1동,
이자카야나무(선릉점),"서울특별시 강남구 선릉로 517, (역삼동,지하1층)",경양식,"회, 초밥",297.66,역삼1동,
청담보쌈,"서울특별시 강남구 선릉로 649, 대훈빌딩 지상1층 101호 (논현동)",한식,"보쌈, 전",148.8,논현1동,02  540 7890
방일해장국,"서울특별시 강남구 봉은사로37길 31, (논현동,지상1층)",한식,해장국,154.91,논현2동,
경성양육관,"서울특별시 강남구 봉은사로30길 67, 지상1층 (역삼동)",한식,양갈비,132.23,역삼1동,2
호신각,"서울특별시 강남구 테헤란로81길 16, 지상2층 (삼성동)",호프/통닭,자장면,198.04,삼성1동,02  576 1150
보슬보슬 압구정본점,"서울특별시 강남구 압구정로 216, 코끼리상가 지상1층 16,17,18,19호 (신사동)",한식,"김밥, 분식류",138.15,신사동,
남도랑,"서울특별시 강남구 역삼로5길 5, (역삼동,지상1층)",한식,매운탕,141.16,역삼1동,
논골집,"서울특별시 강남구 논현로12길 16, 지상1층 (개포동)",한식,"갈비, 안창살 구이",148.5,개포1동,02 5499930
해남집,"서울특별시 강남구 강남대로160길 16, (신사동,지상1층)",한식,남도음식,125.62,신사동,02 5177050
윤화돈까스 기사식당,"서울특별시 강남구 도곡로 221, (역삼동,셀라빌딩1층)",한식,돈까스,214.5,역삼2동,
카페비스타,"서울특별시 강남구 영동대로 737, (청담동,지상1층)",경양식,한우우거지,471,청담동,02 5413111
와인앤다인,"서울특별시 강남구 영동대로 737, (청담동,1층)",한식,삭스핀,489.05,청담동,02 5413111
내림손 삼계탕,"서울특별시 강남구 논현로 428, (역삼동,지상1층)",한식,삼계탕,112,역삼2동,02 5547266
뱃고동,"서울특별시 강남구 언주로172길 54, (신사동)",분식,오징어볶음,186.03,압구정동,02 5148008
광양불고기 수서,"서울특별시 강남구 광평로56길 10, 지상1층 (수서동)",한식,"불고기정식, 광양불고기",214,수서동,02  415 9293
남도사계고운님,"서울특별시 강남구 삼성로81길 22, 한정빌딩 지상2층 (대치동)",한식,"도다리,전어,생굴",298.49,대치1동,02  562 9292
주식회사 원강,"서울특별시 강남구 학동로6길 16, (논현동,1층)",한식,소고기 등심 구이,141,논현1동,34451598
더 플레이스 코엑스점,"서울특별시 강남구 영동대로 513, 지하1층 J102호 (삼성동, 코엑스기존컨벤션센터)",경양식,"피자, 파스타",404.76,삼성1동,
오레노카츠,"서울특별시 강남구 삼성로81길 37, 1층 (대치동)",한식,수제생돈가스,117,대치4동,02  565 5123
(주)닭으로가,"서울특별시 강남구 언주로172길 55, (신사동,(지상1층))",한식,닭갈비,165.3,압구정동,2
이남장영동점,"서울특별시 강남구 봉은사로108길 21, (삼성동)",한식,설렁탕,99.93,삼성1동,205698726
수서골목냉면,"서울특별시 강남구 광평로 232, (수서동,지상1층)",한식,냉면,99.21,수서동,02 4517157
일미원,"서울특별시 강남구 광평로46길 5-6, 지상1층,지하1층 (수서동)",한식,복,211.57,수서동,234120084
최가네버섯매운탕칼국수,"서울특별시 강남구 도산대로51길 36, (신사동,지상2,3층)",한식,버섯칼국수,284.78,압구정동,02 5477676
오미가,"서울특별시 강남구 논현로 833, (신사동)",한식,한정식,337.43,신사동,02 5431145
(주)정성담에프앤비,"서울특별시 강남구 언주로173길 8, 1층 (신사동)",한식,한정식,179.58,신사동,54580765
한일관,"서울특별시 강남구 압구정로38길 14, (신사동,지하1,지상1~5층)",한식,"한정식,불고기,갈비탕,비빔밥,냉면",2054.77,압구정동,02  733 5333
연타발,"서울특별시 강남구 도산대로 231, (신사동,지상2,3층)",경양식,곱창,710.04,압구정동,02  545 4248
마산아구찜,"서울특별시 강남구 남부순환로 2915, (대치동,지상2층)",한식,,148.5,대치1동,02 5562945
사리원,"서울특별시 강남구 남부순환로 2712, (도곡동)",한식,불고기,319.3,도곡2동,205732202
화기애애(강남1호점),"서울특별시 강남구 강남대로106길 12, (역삼동,지하1, 지상1,2,3층)",분식,갈비살,359.76,역삼1동,
대우식당,"서울특별시 강남구 테헤란로25길 34, (역삼동,지상1층)",분식,부대찌개,201.65,역삼1동,02 5537118
봉우리,"서울특별시 강남구 논현로94길 25-3, (역삼동)",한식,한정식,594.02,역삼1동,
애란궁,"서울특별시 강남구 광평로 220-12, 지1층,지상1층 (수서동)",한식,,218.6,수서동,
신복면관,"서울특별시 강남구 테헤란로4길 6, 지하1층 B126,127호 (역삼동, 센트럴애비뉴)",한식,,110.14,역삼1동,25631520
소풍,"서울특별시 강남구 테헤란로87길 22, 지하1층 Q101호 (삼성동, 한국도심공항터미널)",분식,김밥,65.62,삼성1동,
쭈불앤쭈불,"서울특별시 강남구 테헤란로87길 22, 지하1층 Q121호 (삼성동, 한국도심공항터미널)",한식,쭈꾸미소불고기,71.23,삼성1동,
(주)광양불고기본가,"서울특별시 강남구 테헤란로 124, 삼원타워 지상1층,2층 102호,201호 (역삼동)",한식,불고기,669.51,역삼1동,02 5675877
통영집,"서울특별시 강남구 논현로 511, (역삼동,지하1층)",한식,생선,281.7,역삼1동,
코너스톤,"서울특별시 강남구 테헤란로 606, (대치동,지상1층)",경양식,파스타,654.25,대치2동,02 5015487
더팀버하우스,"서울특별시 강남구 테헤란로 606, (대치동,지하2층)",경양식,스시,369.61,대치2동,02 5015487
더라운지,"서울특별시 강남구 테헤란로 606, (대치동,지상22,23층)",경양식,갈비 등,240.35,대치2동,02 5015487
영동올뱅이집,"서울특별시 강남구 개포로22길 16, (개포동,지상1층)",한식,국밥,140,개포4동,5733528
복드림 복국 콩나물국밥,"서울특별시 강남구 삼성로100길 13, 1층 (삼성동)",한식,양갈비,42,삼성1동,02 5544741
노란상 소갈비 강남직영점,"서울특별시 강남구 테헤란로8길 11-7, (역삼동)",일식,삼겹살 구이,149.4,역삼1동,02 5652145
신의주찹쌀순대,"서울특별시 강남구 양재대로27길 6, (일원동,지상1층)",한식,순대국밥,102.47,일원1동,
양복점 역삼점,"서울특별시 강남구 강남대로94길 70, (역삼동)",한식,자장면,127.58,역삼1동,02 5656178
로즈힐 강남파이낸스센터점,"서울특별시 강남구 테헤란로 152, (역삼동,강남파이낸스센터 지하1층)",한식,한우구이,436.04,역삼1동,02 5082090
담미온,"서울특별시 강남구 선릉로112길 18, (삼성동)",한식,수육국밥,47.6,삼성1동,234421654
주식회사 온화담,"서울특별시 강남구 광평로46길 6, 지상1층 (수서동)",한식,삼겹살,99.57,일원본동,
아방궁,"서울특별시 강남구 역삼로1길 18, (역삼동,지상2층)",중국식,자장면,312.83,역삼1동,02 5085010
논현빈대떡,"서울특별시 강남구 학동로 224, 삼환아르누보3 1층 108호 (논현동)",한식,모듬전,45.22,논현1동,
마끼,"서울특별시 강남구 선릉로 660, 지상1층 F112호 (삼성동, 브라운스톤 레전드)",분식,마끼,62.38,삼성1동,
우미각,"서울특별시 강남구 언주로141길 6, 백향빌딩 지상1층 (논현동)",한식,한우생등심,199.02,논현1동,
영인성,"서울특별시 강남구 봉은사로7길 9, (논현동,지상1층)",중국식,자장면,88.04,논현1동,02 5178383
논골집 영동점,"서울특별시 강남구 강남대로122길 12, (논현동,지상1,2층)",한식,갈비살,152.17,논현1동,5117768
자매의부엌,"서울특별시 강남구 압구정로10길 40, 지상2층 (신사동)",,파스타,119.88,신사동,02  516 6767
천미향,"서울특별시 강남구 학동로37길 23, (논현동,2층)",중국식,자장면,180.84,논현2동,
물고기자리,"서울특별시 강남구 언주로133길 18, 지상2층 (논현동)",한식,생선구이,198,논현1동,02  5483392
일일향 논현점,"서울특별시 강남구 봉은사로 167, 지상3,4층 (논현동)",일식,자장면,328.8,논현1동,070 89518039
대운식당,"서울특별시 강남구 역삼로5길 6, 지상1층 101호 (역삼동)",한식,생태탕,87.27,역삼2동,
소각(Sogak),"서울특별시 강남구 강남대로160길 17, (신사동,지상1층)",분식,마라탕,107.88,신사동,
삼호짱뚱이,"서울특별시 강남구 도산대로34길 11, (논현동)",한식,짱뚱이탕,107.06,논현2동,02 5156638
노들강,"서울특별시 강남구 강남대로114길 21, (논현동)",한식,생선구이,124.62,논현1동,205176044
개성집,"서울특별시 강남구 봉은사로1길 6, (논현동,지상1층)",한식,삼겹살,165,논현1동,02 5478526
(주)예,"서울특별시 강남구 언주로147길 9, (논현동)",일식,"회,스시",184.04,논현2동,02 5492384
영양센타압구정점,"서울특별시 강남구 압구정로 344, (신사동)",분식,삼계탕,139.64,압구정동,200000000
경성면옥,"서울특별시 강남구 테헤란로87길 36, 도심공항타워 B1층 06호 (삼성동)",한식,"회, 물냉면",108.37,삼성1동,
금수복국 압구정점,"서울특별시 강남구 언주로 821, 지상2,3층 (신사동)",한식,복요리,519.1,신사동,02  542 5482
리엔,"서울특별시 강남구 개포로28길 9, 지상1층 (개포동)",중국식,자장면,202,개포4동,02 5764888
대가방,"서울특별시 강남구 봉은사로 333, 지상1층 101호,102호일부호 (논현동, 선정릉역 모아엘가 퍼스트 홈)",중국식,"자장면, 짬뽕",495.8,논현1동,02  544 6336
잰부닥,"서울특별시 강남구 강남대로42길 13, (도곡동,지상1층)",한식,삼겹살,236.87,도곡1동,02 5775046
석기정,"서울특별시 강남구 테헤란로84길 23, (대치동)",경양식,돌솥부대찌개,78.97,대치4동,02 5566679
유다까,"서울특별시 강남구 봉은사로 312, 지상1층 101호,2층 201호,202호 (역삼동, 역삼동 하나빌)",일식,회,239.22,역삼1동,02 5167012
어방참치,"서울특별시 강남구 삼성로84길 32, (대치동)",일식,참치회,81.14,대치2동,02 5582986
일공,"서울특별시 강남구 영동대로112길 61, 지상3층 (삼성동)",중국식,자장면,139.5,삼성1동,
어원,"서울특별시 강남구 삼성로58길 13, 지상2층 (대치동)",일식,생선구이,113.4,대치1동,02  501 3392
수담,"서울특별시 강남구 봉은사로 418, 지하1층 1호 (삼성동, 에이치에스타워)",한식,한정식,766.19,삼성1동,
셀럽 앤 어？,"서울특별시 강남구 언주로 711, (논현동,지하1층)",뷔페식,뷔페,1145.52,논현2동,02  545 2222
하우마라탕,"서울특별시 강남구 강남대로94길 23, (역삼동)",중국식,마라탕,110.15,역삼1동,02 5657117
해초록 사랑,"서울특별시 강남구 삼성로 539, (삼성동,지하1층)",일식,활어회,322.5,삼성2동,5535570
정참치,"서울특별시 강남구 삼성로81길 22, 한정빌딩 지상1층 103호 (대치동)",일식,참치,108.9,대치1동,
하루,"서울특별시 강남구 언주로172길 56, (신사동,1층)",분식,"돈가스,메밀",30.34,압구정동,02 5145557
그림나베 학동역점,"서울특별시 강남구 논현로132길 29, 1층 (논현동)",일식,"스키야키,밀푀유나베",79.3,논현1동,
흥부이가,"서울특별시 강남구 테헤란로4길 38-5, 지상1층 (역삼동)",한식,소한마리 소고기,104,역삼1동,
닭갈비두목,"서울특별시 강남구 논현로75길 13, (역삼동)",한식,"닭갈비,부대찌개",81.77,역삼1동,02 5649657
향촌면옥,"서울특별시 강남구 압구정로29길 72-1, 지상1층 B2호 (압구정동)",한식,냉면,67.75,압구정동,205467542
한우리외식산업(주),"서울특별시 강남구 도산대로 304, (논현동)",한식,,1729.1,논현2동,02 5453336
파파호,"서울특별시 강남구 영동대로137길 3, (청담동)",한식,,96.39,청담동,
주식회사곰바우,"서울특별시 강남구 영동대로115길 10, 지하1층, 지상1층 (삼성동)",한식,양대창구이,155.81,삼성1동,02 5497513
텐파 마라탕 마라샹꿔,"서울특별시 강남구 압구정로79길 49, 지상1층 (청담동)",한식,마라탕,56.43,청담동,02  515 1100
다정한상,"서울특별시 강남구 언주로 118, 지하1층 13호 (도곡동, 우성캐릭터199)",한식,백반,117.53,도곡1동,
주식회사 양인환대(본점),"서울특별시 강남구 강남대로42길 17, (도곡동,지상1,2층)",한식,양갈비,245.29,도곡1동,220572412
분짜라붐 역삼점,"서울특별시 강남구 테헤란로25길 13, 1,2층 (역삼동)",기타,분짜,186.24,역삼1동,
