업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
다미정,"서울특별시 은평구 갈현로 324, 르몽드빌딩 지하1층,지상 1층 (갈현동)",한식,오리.냉면,239.76,갈현제1동,
이복례 아구 동태찜?탕,"서울특별시 은평구 응암로 310, (응암동,(지상1층))",한식,소고기샤브샤브,217.53,응암제1동,02  384 0807
국보,"서울특별시 은평구 은평로11길 11-1, 1층 (녹번동)",일식,활어,83.04,녹번동,02 3513896
일품(一品)간장게장,"서울특별시 은평구 진흥로 125, (대조동, 1,2층)",한식,간장게장.돌솥밥,187.27,대조동,02  388 2299
부칸산837,"서울특별시 은평구 대서문길 45-14, 1,2층 (진관동)",기타,곤드레밥,90,진관동,
칡산에 황제보쌈,"서울특별시 은평구 은평로 189, 1,2층 (녹번동)",한식,곤드레돌솥밥.보쌈,172.62,녹번동,02 3513577
산들애 보리밥,"서울특별시 은평구 대서문길 43-16, (진관동,지상1,2층)",한식,보리밥,303.83,진관동,02 3859693
풍천장어 응암점,"서울특별시 은평구 응암로 340-1, 1층 (응암동)",한식,동태탕,150.81,응암제1동,
무안갯벌낙지,"서울특별시 은평구 진흥로 11, 1,2층 (역촌동)",한식,낙지철반볶음,204.92,역촌동,02 3594017
전주식당,"서울특별시 은평구 대서문길 15-7, (진관동,지상1~2층, 지하1층)",한식,갈비,431.6,진관동,02 3553300
감자탕을 만드는 형제들,"서울특별시 은평구 통일로83길 6-8, 1층 (갈현동)",한식,자장면,152.1,갈현제1동,02 3556338
연천왕소갈비,"서울특별시 은평구 서오릉로15길 5-5, 1층 (구산동)",한식,소갈비,75,구산동,02 3549109
새만포면옥,"서울특별시 은평구 연서로 171, (갈현동, 지상1,2층)",한식,냉면,306.09,갈현제1동,02389 3917
만복래반점,"서울특별시 은평구 응암로12길 17-1, 1층 (응암동)",중국식,자장면,109.46,응암제1동,02 3070663
낭만돼지,"서울특별시 은평구 은평로11길 9, (응암동, 1층)",한식,돼지목살왕갈비,165,응암제1동,02 3552900
횟집 산이네,"서울특별시 은평구 통일로66길 4-1, 1층 (불광동)",일식,생선회,134.88,불광제1동,02384 5466
진곰 숯불갈비,"서울특별시 은평구 증산로 345, 1,2층 (증산동)",한식,설렁탕,276.54,증산동,02 3079195
(주)벙구갈비 응암점,"서울특별시 은평구 응암로 269, (응암동, 외 1필지 1층)",한식,삼계탕,290.62,응암제1동,
능원식당,"서울특별시 은평구 통일로89길 6-10, 1층 (갈현동)",한식,된장찌개,74.05,갈현제1동,02 3525202
설참치 불광점,"서울특별시 은평구 통일로66길 5, 1,2층 (불광동)",일식,참치,149.42,불광제1동,02 3870037
강경불고기 응암점,"서울특별시 은평구 가좌로 218, 1층 (응암동)",일식,일식,123.83,응암제1동,203065989
보리네 생고깃간,"서울특별시 은평구 서오릉로 15, 지하1층 (녹번동)",한식,동태,494.96,녹번동,260136992
뽕잎냉면샤브샤브칼국수,"서울특별시 은평구 은평로 205-1, 1층 (녹번동)",한식,냉면,87.43,녹번동,02 3585866
원할머니보쌈족발 응암점,"서울특별시 은평구 응암로 253, 1층 (응암동)",한식,보쌈,121.91,응암제1동,02 3553101
제주도새기촌,"서울특별시 은평구 증산로 377, 1층 (신사동)",한식,추어탕,90.27,신사제2동,02 3760488
공화춘,"서울특별시 은평구 연서로 304, (불광동, 1,2층)",중국식,호프,149.8,불광제1동,02 3527710
남해아구찜,"서울특별시 은평구 연서로34길 2, 2층 (불광동)",한식,아구찜,77,불광제1동,02 3881231
제일정해물,"서울특별시 은평구 응암로 200, (응암동)",일식,해물,89.2,응암제1동,203023289
(주)벙구갈비,"서울특별시 은평구 은평로 32, (신사동, 1층,2층)",식육(숯불구이),일식,287.88,신사제1동,
안동유진찜닭,"서울특별시 은평구 연서로29길 7-23, (갈현동)",한식,찜닭,69.36,갈현제2동,02 3557200
이조삼계탕. 고기,"서울특별시 은평구 서오릉로 103, (역촌동)",한식,삼계탕,74.1,역촌동,02  359 8785
생고기만고집하는집 생고집,"서울특별시 은평구 응암로 307-1, 1층 (응암동)",식육(숯불구이),부페,183.09,응암제1동,02  386 8010
임진강장어부락,"서울특별시 은평구 진흥로 190, 1,2층 (녹번동)",한식,장어,137.52,녹번동,02 3543282
최부자,"서울특별시 은평구 은평로21길 57, 1층 (녹번동)",한식,순대,106.71,녹번동,02 7557776
유진,"서울특별시 은평구 갈현로 219, 1층 (갈현동)",중국식,만두,124,갈현제1동,02 3527252
은평 참숯갈비(별관),"서울특별시 은평구 연서로 252, (불광동,,321-7,309-22,322-2,322-3(2층))",한식,보리밥,179.68,불광제2동,02 3523392
은평감자국,"서울특별시 은평구 응암로 287, (응암동)",한식,감자국,359.63,응암제1동,02389 4458
명가 쌈밥,"서울특별시 은평구 불광로 40-2, (불광동, 지상1층)",한식,오리,77.04,불광제1동,02 3582343
무교동갯마을낙지,"서울특별시 은평구 응암로13길 9, 1층 (응암동)",한식,낙지,81.06,응암제1동,02 3733257
청진동 해장국,"서울특별시 은평구 은평로3길 3, 1층 (신사동)",한식,삼겹살,79.6,신사제1동,
주유당,"서울특별시 은평구 연서로29길 7-12, (갈현동)",호프/통닭,아구,62.99,갈현제1동,02 3848857
양심소,"서울특별시 은평구 역말로 6, 1층 (역촌동)",한식,뼈다귀,126.15,역촌동,02 3596701
이복례 아구 동태찜?탕,"서울특별시 은평구 응암로 310, (응암동,(지상1층))",한식,낙지,217.53,응암제1동,02  384 0807
원조 아우성 황소곱창,"서울특별시 은평구 연서로29길 14-12, (갈현동)",한식,갈비,80.63,갈현제1동,
연신내 회 수산,"서울특별시 은평구 통일로83길 6-5, 지상1층 (갈현동)",일식,회,241.7,갈현제1동,02  358 0088
대송,"서울특별시 은평구 통일로66길 10-5, (불광동, 1,2층)",한식,생선회,98.55,불광제1동,02 3596203
본설렁탕 연신내점,"서울특별시 은평구 연서로 183-4, 1층 (갈현동)",한식,샤브샤브,78,갈현제1동,02 3538628
달가득 치킨 연신내 본점,"서울특별시 은평구 연서로28길 10, 1층 (대조동)",호프/통닭,설렁탕,63.38,대조동,02  61019370
꾸워,"서울특별시 은평구 은평로 34, 1층 (신사동)",한식,생고기,101.7,신사제1동,
가나안덕 응암점,"서울특별시 은평구 불광천길 326, (응암동,,68(지상1층))",한식,김치찌개,126.56,응암제1동,
지호한방삼계탕,"서울특별시 은평구 서오릉로 222, 2층 (갈현동)",한식,삼계탕,272.5,갈현제2동,02 3552110
왕돈까스 왕냉면,"서울특별시 은평구 통일로 743, (대조동)",분식,칼국수,82.99,대조동,203595591
오가네,"서울특별시 은평구 진흥로 105-6, (역촌동, 지상1층)",한식,막회,78.02,역촌동,02 3887611
짜잔,"서울특별시 은평구 은평터널로 128-2, 1층 (신사동)",중국식,짜장면,80,신사제2동,02 3737999
역촌왕돈까스,"서울특별시 은평구 진흥로 121-1, 1,2층 (대조동)",경양식,돈까스,109.27,대조동,02 3840269
남극회관,"서울특별시 은평구 통일로66길 9, 1층 (불광동)",한식,해물탕,124.66,불광제1동,
사이고로,"서울특별시 은평구 연서로27길 27-4, (갈현동)",한식,한식,115.7,갈현제1동,02 3851817
곱순이 곱창,"서울특별시 은평구 연서로 285, 1층 (불광동)",한식,매운탕,33.27,불광제1동,02 3838285
우리집 감자탕과 생고기,"서울특별시 은평구 연서로17길 18, (갈현동)",한식,한식,25.55,갈현제1동,02 3579992
폭풍장어,"서울특별시 은평구 가좌로 269, (신사동, 외 1필지(지상1층))",호프/통닭,감자탕,105,신사제2동,02 3058572
흥수갈비,"서울특별시 은평구 응암로13길 7, 1층 (응암동)",한식,돼지갈비,177.93,응암제1동,02  302 6586
짚터,"서울특별시 은평구 갈현로 212, 1층 (갈현동)",한식,삼겹살,94.5,갈현제1동,02 3562113
효면옥,"서울특별시 은평구 증산로 429, 2층 (신사동)",한식,,203,신사제1동,02 3037300
지호한방삼계탕,"서울특별시 은평구 서오릉로 222, 2층 (갈현동)",한식,삼계탕,272.5,갈현제2동,02 3552110
모이세 해장국,"서울특별시 은평구 연서로 60, 1층 (역촌동)",한식,누룽지백숙,114.11,역촌동,
설참치 불광점,"서울특별시 은평구 통일로66길 5, 1,2층 (불광동)",일식,참치회,149.42,불광제1동,02 3870037
보리네 생고깃간,"서울특별시 은평구 서오릉로 15, 지하1층 (녹번동)",한식,동태찜,494.96,녹번동,260136992
주유당,"서울특별시 은평구 연서로29길 7-12, (갈현동)",호프/통닭,아구찜,62.99,갈현제1동,02 3848857
공화춘,"서울특별시 은평구 연서로 304, (불광동, 1,2층)",중국식,짜장면,149.8,불광제1동,02 3527710
보들이쭈꾸미,"서울특별시 은평구 은평로 46, 1층 (신사동)",한식,국밥,137.84,신사제1동,02 3763588
안동유진찜닭,"서울특별시 은평구 연서로29길 7-23, (갈현동)",한식,찜닭,69.36,갈현제2동,02 3557200
우리집 감자탕과 생고기,"서울특별시 은평구 연서로17길 18, (갈현동)",한식,등심,25.55,갈현제1동,02 3579992
은평 참숯갈비(별관),"서울특별시 은평구 연서로 252, (불광동,,321-7,309-22,322-2,322-3(2층))",한식,보립밥,179.68,불광제2동,02 3523392
무교동갯마을낙지,"서울특별시 은평구 응암로13길 9, 1층 (응암동)",한식,낙지볶음,81.06,응암제1동,02 3733257
최부자,"서울특별시 은평구 은평로21길 57, 1층 (녹번동)",한식,순대국,106.71,녹번동,02 7557776
바다 양푼이 동태탕 찜,"서울특별시 은평구 통일로 725, (대조동, 1,2층)",한식,아구찜,173.94,대조동,02 3869292
이복례 아구 동태찜?탕,"서울특별시 은평구 응암로 310, (응암동,(지상1층))",한식,낙지한마리수제비,217.53,응암제1동,02  384 0807
짜잔,"서울특별시 은평구 은평터널로 128-2, 1층 (신사동)",중국식,자장면,80,신사제2동,02 3737999
이가네설렁탕,"서울특별시 은평구 진흥로 130, (녹번동)",한식,설렁탕,93.33,녹번동,02 3872246
새만포면옥,"서울특별시 은평구 연서로 171, (갈현동, 지상1,2층)",한식,사골탕,306.09,갈현제1동,02389 3917
성북동 왕의 돈까스,"서울특별시 은평구 진흥로 122, (녹번동)",경양식,짜장면,68.07,녹번동,203550640
흥수갈비,"서울특별시 은평구 응암로13길 7, 1층 (응암동)",한식,돼지갈비,177.93,응암제1동,02  302 6586
왕돈까스 왕냉면,"서울특별시 은평구 통일로 743, (대조동)",분식,칼국수,82.99,대조동,203595591
제일정해물,"서울특별시 은평구 응암로 200, (응암동)",일식,해물탕,89.2,응암제1동,203023289
은평감자국,"서울특별시 은평구 응암로 287, (응암동)",한식,감자탕,359.63,응암제1동,02389 4458
무안갯벌낙지,"서울특별시 은평구 진흥로 11, 1,2층 (역촌동)",한식,돼지갈비,204.92,역촌동,02 3594017
역촌왕돈까스,"서울특별시 은평구 진흥로 121-1, 1,2층 (대조동)",경양식,돈까스,109.27,대조동,02 3840269
원할머니보쌈족발 응암점,"서울특별시 은평구 응암로 253, 1층 (응암동)",한식,보쌈,121.91,응암제1동,02 3553101
북한산 숯불닭갈비&돼지갈비,"서울특별시 은평구 북한산로 281-3, 1층 (진관동)",한식,돼지갈비,124.25,진관동,02 3840398
임진강장어부락,"서울특별시 은평구 진흥로 190, 1,2층 (녹번동)",한식,장어정식,137.52,녹번동,02 3543282
사이고로,"서울특별시 은평구 연서로27길 27-4, (갈현동)",한식,냉면,115.7,갈현제1동,02 3851817
유진,"서울특별시 은평구 갈현로 219, 1층 (갈현동)",중국식,쟁반짜장,124,갈현제1동,02 3527252
농장이야기,"서울특별시 은평구 역말로 10, (역촌동)",한식,냉면,165,역촌동,02 3740390
이조삼계탕. 고기,"서울특별시 은평구 서오릉로 103, (역촌동)",한식,삼계탕,74.1,역촌동,02  359 8785
본설렁탕 연신내점,"서울특별시 은평구 연서로 183-4, 1층 (갈현동)",한식,해장국,78,갈현제1동,02 3538628
강경불고기 응암점,"서울특별시 은평구 가좌로 218, 1층 (응암동)",일식,활어회,123.83,응암제1동,203065989
(주)벙구갈비,"서울특별시 은평구 은평로 32, (신사동, 1층,2층)",식육(숯불구이),생선초밥,287.88,신사제1동,
원조 아우성 황소곱창,"서울특별시 은평구 연서로29길 14-12, (갈현동)",한식,삼겹살,80.63,갈현제1동,
꾸워,"서울특별시 은평구 은평로 34, 1층 (신사동)",한식,해장국,101.7,신사제1동,
