업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
한우고집,"서울특별시 성동구 마조로19길 7, 1, 2층 (마장동)",한식,한우등심,298,마장동,222811214
성식이네 매운닭발,"서울특별시 성동구 마조로7길 9-1, 1층 (행당동)",한식,쭈꾸미볶음,80,사근동,222813228
조마루 감자탕,"서울특별시 성동구 무학로2길 46, (도선동,,67-1(지상1층))",정종/대포집/소주방,감자탕,124.64,왕십리도선동,02  22941522
태평양수산,"서울특별시 성동구 마장로 185, (홍익동)",일식,생선회,95.04,왕십리도선동,222964988
아오미,"서울특별시 성동구 왕십리로4길 20, (성수동1가)",일식,사시미,73.73,성수1가제2동,02 4648775
부성식당,"서울특별시 성동구 왕십리로28길 4, 1층 (도선동)",한식,"아구찜, 낙지볶음",73,왕십리도선동,222814508
곱창하우스,"서울특별시 성동구 마조로7길 12, (행당동)",한식,곱창요리,59.46,사근동,222924978
다현목포낙지,"서울특별시 성동구 왕십리로24길 9, (도선동,지상1층)",한식,연포탕,89.82,왕십리도선동,02  22984550
궁중한우,"서울특별시 성동구 마장로29길 40, 1층 (마장동)",한식,"백반, 한우",33,마장동,222995453
달인의 족발,"서울특별시 성동구 무학로2길 37, (도선동)",한식,족발,58,왕십리도선동,222954000
돈구어,"서울특별시 성동구 왕십리로20길 18, 1층 (도선동)",한식,"소고기, 돈육",121,왕십리도선동,222957456
담쟁이,"서울특별시 성동구 왕십리로20길 11-1, (도선동,(1층))",한식,만두전골,55.8,왕십리도선동,222825264
고깃집 왕고을,"서울특별시 성동구 왕십리로24길 10-2, (도선동)",한식,돼지고기,102.6,왕십리도선동,222997299
남원추어탕,"서울특별시 성동구 용답중앙11길 13, (용답동)",한식,추어탕,135.6,용답동,222134024
고흥만,"서울특별시 성동구 뚝섬로3길 9, (성수동1가,지상1층)",한식,장어,50,성수1가제1동,02  461 7770
대도식당,"서울특별시 성동구 무학로12길 3, (홍익동, 431)",한식,한우등심,243.74,왕십리도선동,222991333
대성장,"서울특별시 성동구 마장로 284, 지상1층 (마장동)",중국식,중화요리,100,마장동,222932480
왕십리연탄집,"서울특별시 성동구 무학로6길 51, (홍익동,(지상1층))",한식,"꼼장어, 소갈비",81.51,왕십리도선동,222983733
강남면옥(성수점),"서울특별시 성동구 성수일로 77, 지상1층 110호 (성수동1가, 서울숲IT밸리)",한식,"냉면,갈비찜",227.12,성수1가제2동,269680888
동수원 숯불갈비,"서울특별시 성동구 용답29길 21, (용답동)",한식,돼지갈비,90,용답동,222461230
돈벼락맛집,"서울특별시 성동구 상원길 24, 지상2층 (성수동1가, 락안빌딩)",한식,"삼겹살,쌈밥",144.11,성수1가제2동,02 4989468
동호일식,"서울특별시 성동구 천호대로 328, (용답동)",일식,모듬회,127.16,용답동,222459616
두루치기김치찌개,"서울특별시 성동구 광나루로 320-1, 나동 1층 (성수동2가)",한식,김치찌개,75,성수2가제3동,02 4622255
들창코 본점,"서울특별시 성동구 마장로 326, 지상1층 (마장동)",한식,삼겹살,75.23,마장동,222652402
돼지네,"서울특별시 성동구 연무장7길 12, (성수동2가)",한식,삼겹살,90.9,성수2가제1동,02 4646365
삼원옥수해천탕,"서울특별시 성동구 독서당로 160, 상가동 1층 103,104호 (옥수동, 한남하이츠아파트)",한식,해천탕,31.66,옥수동,222974075
진숙맛집,"서울특별시 성동구 독서당로 296-1, 지하1층 (금호동4가)",,닭볶음탕,100.21,금호4가동,222981515
착한짜장,"서울특별시 성동구 아차산로7길 17-1, (성수동2가)",중국식,짜장면,28.8,성수2가제3동,02 4666678
석천해장국 아구찜,"서울특별시 성동구 광나루로11길 3, (송정동)",한식,해장국,39.5,송정동,02 4662567
맛보래,"서울특별시 성동구 성수일로8길 53, (성수동2가,103호)",한식,김치두루치기,39.2,성수2가제3동,02 4662756
순자네코다리조림,"서울특별시 성동구 마조로15가길 27, 만성빌딩 1층 (마장동)",한식,코다리조림,60,마장동,
우리돈가,"서울특별시 성동구 사근동길 4, (행당동,지상2층)",한식,생삼겹살,130,행당제1동,222929253
푸드카페,"서울특별시 성동구 왕십리로5길 10, 1층 (성수동1가)",분식,김밥,89.1,성수1가제1동,
유진참치,"서울특별시 성동구 연무장7길 16, (성수동2가,(지하1층))",일식,회정식,88.8,성수2가제1동,02 4989292
유향소,"서울특별시 성동구 광나루로 248-1, (성수동2가)",중국식,탕수육,134.28,성수2가제3동,02 4680110
푸른바다횟집,"서울특별시 성동구 성덕정15길 4-17, 1층 (성수동2가)",일식,회덮밥,43.93,성수2가제1동,294935855
푸줏간생고기점,"서울특별시 성동구 행당로17길 24, (행당동,지상1층)",한식,"소고기, 돼지고기",154.5,사근동,222977361
이북집찹쌀순대,"서울특별시 성동구 성수이로20길 10, (성수동2가)",한식,순대국밥,83.6,성수2가제1동,02 4686856
서래 왕차돌 뚝섬점,"서울특별시 성동구 상원길 36, KTP사옥 지상1층 (성수동1가)",한식,"삼겹살,갈비",114.92,성수1가제2동,02 4618860
일품백송칼국수,"서울특별시 성동구 고산자로12길 1-1, 지상1층 (행당동)",한식,"칼국수, 설렁탕",94.95,행당제1동,02 4662090
장군갈비,"서울특별시 성동구 독서당로 194-1, (옥수동)",한식,갈비,93.75,옥수동,222990224
전주본가영양돌솥밥,"서울특별시 성동구 한림말길 18, (옥수동)",한식,영양돌솥밥,270.45,옥수동,222820220
제주올레 2호점,"서울특별시 성동구 상원10길 4-1, (성수동1가,(지상1층))",한식,해산물,38.98,성수1가제2동,24673853
찜사랑해물,"서울특별시 성동구 용답중앙길 92, (용답동)",한식,해물찜,95.7,용답동,222457722
최영희 언양불고기,"서울특별시 성동구 무학봉28길 21, (행당동, 286-12 지상1층)",한식,언양불고기,72.6,행당제1동,02  22946077
연평도 목포 산꽃게,"서울특별시 성동구 마장로 323, (마장동,(지상1,2층))",한식,"꽃게, 아구찜",236.2,마장동,222946565
고기다 성수점,"서울특별시 성동구 성수일로12길 20, 1층 102호 (성수동2가)",기타,등심,248.04,성수2가제1동,
명태촌,"서울특별시 성동구 뚝섬로 385-32, 지상2층 (성수동2가, 339-160)",한식,명태조림,92,성수2가제1동,02 4663392
한방닭한마리,"서울특별시 성동구 왕십리로24길 12, 1층 (도선동)",한식,닭칼국수,20.5,왕십리도선동,
청정옥,"서울특별시 성동구 상원길 19, 104호 (성수동1가, 신한IT타워)",한식,샤브샤브,173.79,성수1가제2동,02 4683800
주식회사 꽃보다족발,"서울특별시 성동구 왕십리로24길 16, 지상1층 (도선동)",한식,족발,72.4,왕십리도선동,264191500
청죽골,"서울특별시 성동구 왕십리로 134, 1층 (성수동1가)",기타,"소,돼지갈비",162,성수1가제1동,
원할머니보쌈.족발 성수점,"서울특별시 성동구 성수이로7길 7, 지상1층 101호 (성수동2가, 서울숲 한라시그마밸리)",한식,"보쌈,족발",113,성수2가제1동,5048989148
봉평골 메밀막국수,"서울특별시 성동구 고산자로 284, 2층 203호 (행당동)",한식,메밀막국수,75.6,행당제1동,222964894
용가네,"서울특별시 성동구 금호산2길 13, (금호동3가)",한식,삼합,49,금호2.3가동,262455353
부부요리단,"서울특별시 성동구 독서당로40길 25-1, 1층 (옥수동)",한식,제주흑돼지 수육,57.93,옥수동,
주)비사벌,"서울특별시 성동구 왕십리로6길 1-2, 1층 (성수동1가)",한식,콩나물국밥,135.6,성수1가제1동,02 4629202
성수동양갈비,"서울특별시 성동구 성수일로12길 33, (성수동2가,지상1층)",한식,양고기,68.97,성수2가제1동,02 4974987
성일한우정육점식당,"서울특별시 성동구 아차산로3길 9, 1~2층 (성수동1가)",한식,등심,89.84,성수1가제1동,
소대식당,"서울특별시 성동구 마장로 211, (홍익동)",한식,복칼국수,45.4,왕십리도선동,222918897
스시존,"서울특별시 성동구 마조로7길 4, 1층 (행당동, 1-99)",일식,초밥,44.55,사근동,7040455253
시원(SEAONE),"서울특별시 성동구 상원10길 7, (성수동1가,(지상1층))",한식,회덮밥,60.48,성수1가제2동,02 4669722
싸리골,"서울특별시 성동구 광나루로 287, 지상1층 (송정동)",한식,제육쌈밥,123,송정동,02 4635551
일미돼지국밥,"서울특별시 성동구 성수일로12길 30, 1층 (성수동2가)",한식,돼지국밥,80.7,성수2가제3동,02 4669062
옥수주먹고기,"서울특별시 성동구 독서당로40길 33, 1층 (옥수동)",한식,돼지고기,88,옥수동,222810148
온량,"서울특별시 성동구 서울숲4길 26-10, 1층 (성수동1가)",경양식,파스타,80.4,성수1가제1동,
왕십리 오리사냥,"서울특별시 성동구 행당로17길 7, (행당동,(지상1층))",한식,오리구이,150.94,행당제1동,222822838
정은회관,"서울특별시 성동구 금호로 45, (금호동4가,정은타워 1층)",한식,꽃등심,225.68,금호4가동,222991992
산수골추어탕감자탕,"서울특별시 성동구 왕십리로31가길 31, (하왕십리동)",한식,"추어탕, 감자탕",118,왕십리제2동,02  22985111
부산밀면,"서울특별시 성동구 연무장5가길 7, 성수역 현대테라스타워 1층 103호 (성수동2가)",한식,"물,비빔밀면",46.38,성수2가제1동,
소설옥,"서울특별시 성동구 독서당로 296-11, (금호동4가)",한식,돼지고기,38.94,금호4가동,02 22966506
어랑회집,"서울특별시 성동구 성수이로3길 19, (성수동2가, 492-2 지상1층)",일식,생선회,44.73,성수2가제1동,
수현회집,"서울특별시 성동구 무학봉28길 12, 지상1층 (행당동, 286-17)",일식,"생선회, 매운탕",122,행당제1동,02  22959524
골목냉면,"서울특별시 성동구 독서당로 295-7, (금호동3가)",기타,"냉면, 떡만두",87.04,금호2.3가동,02  22352540
먹깨비식당,"서울특별시 성동구 금호산길 49-1, 1층 (금호동2가)",한식,"갈비, 삼겹살",120.63,금호2.3가동,222349888
목금,"서울특별시 성동구 왕십리로2길 34, 1층 (성수동1가)",경양식,함박스테이크,36.23,성수1가제1동,
귀한족발 왕십리점,"서울특별시 성동구 무학로2길 43, 1층 (도선동)",한식,족발,58.2,왕십리도선동,222942329
죽변항,"서울특별시 성동구 상원길 40, 지상1층 110,111호 (성수동1가, 뚝섬현대아파트상가동)",한식,"회, 조림",55.25,성수1가제2동,02465 7487
대촌정,"서울특별시 성동구 마장로23길 4, (홍익동)",한식,닭백숙,35.42,왕십리도선동,222950421
동보성,"서울특별시 성동구 한림말1길 15-2, (옥수동)",한식,짜장면,133.19,옥수동,222994520
이가갈비,"서울특별시 성동구 마조로 25, (행당동)",한식,돼지갈비,161,사근동,222988878
청년감자탕순대국(왕십리역점),"서울특별시 성동구 마조로5길 5, (행당동)",한식,감자탕,79.56,사근동,222942020
본토고기구이,"서울특별시 성동구 동일로 185, (송정동)",한식,"삼겹살, 돼지양념구이",49.94,송정동,02 4669253
전자방,"서울특별시 성동구 성수일로12길 23, (성수동2가)",한식,탕수육,46,성수2가제1동,02 4613898
손박사삼겹살,"서울특별시 성동구 상원길 40, 상가동 106호,107호 (성수동1가, 뚝섬현대아파트)",호프/통닭,삼겹살,50.24,성수1가제1동,02 4661929
풍년정육점식당,"서울특별시 성동구 상원10길 6, (성수동1가)",한식,"소고기, 돼지고기",97.17,성수1가제1동,234092891
한국집식당,"서울특별시 성동구 무학로 36, 상명제 1, 2층 (홍익동)",한식,등심,89.79,왕십리도선동,222991063
한세희복집,"서울특별시 성동구 성수이로7가길 6, 2층 (성수동2가)",한식,복요리전문,163.68,성수2가제1동,02 4975550
한촌설렁탕성수뚝도점,"서울특별시 성동구 뚝섬로 389, 성수동빌딩 지상1층 (성수동2가)",한식,설렁탕,105,성수2가제1동,02 4619397
화로구이,"서울특별시 성동구 마장로 315, (마장동)",한식,"돼지갈비,소갈비",395,마장동,222998592
힘냉면,"서울특별시 성동구 상원1길 41, (성수동1가)",한식,냉면,24,성수1가제2동,02 4982838
핏제리아 달 포르노,"서울특별시 성동구 마조로9길 6-5, 1층 (행당동)",경양식,피자,98.1,행당제1동,
청담순대국,"서울특별시 성동구 상원길 19, 1층 103호 (성수동1가)",한식,순대국,118.2,성수1가제1동,
목포식당,"서울특별시 성동구 용답19길 14, 1층 (용답동)",한식,고등어구이,27,용답동,222142353
무쇠막 연탄구이,"서울특별시 성동구 금호로 47-1, (금호동4가)",한식,삼겹살,22.44,금호4가동,222989625
양자강,"서울특별시 성동구 왕십리로28길 5, (도선동)",중국식,차돌짬뽕,83.92,왕십리도선동,222995500
청해루,"서울특별시 성동구 자동차시장1길 24-1, 2층 (용답동)",중국식,"짜장면, 우동",72,용답동,222121955
혁신풍천민물장어 서울숲점,"서울특별시 성동구 왕십리로 66-26, (성수동1가)",뷔페식,장어,45.25,성수1가제1동,02 4634094
홍천숯닭,"서울특별시 성동구 왕십리로14길 32-3, 지상1층 (성수동1가)",한식,숯？닭갈비,60.88,성수1가제2동,4626988
성수낙지,"서울특별시 성동구 성수일로12길 34, (성수동2가,지상1층)",한식,낙지전골,71.28,성수2가제3동,02  462 1120
또와,"서울특별시 성동구 성수일로12길 20, 성동안심상가 1층 101호 (성수동2가)",한식,삼겹살,72.97,성수2가제1동,02 4620580
라온 석갈비,"서울특별시 성동구 성수이로 119, 1층 (성수동2가)",한식,양념갈비,297,성수2가제3동,204661616
라이홍,"서울특별시 성동구 성수일로 77, 102호 (성수동1가, 서울숲IT벨리)",중국식,탕수육,86.48,성수1가제1동,269680808
락앤웍 옥수점,"서울특별시 성동구 독서당로 223, 래미안 옥수 리버젠  상가동 지하3층 305,306호 (옥수동)",중국식,중국요리,165,옥수동,02 5458814
마장 고기마을,"서울특별시 성동구 마장로37길 53, 지상2층 (마장동)",한식,한우모둠구이,142.48,마장동,222939393
