업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
유지안,"서울특별시 송파구 올림픽로35길 94, (신천동,장미C상가 1층 (102, 103, 104))",경양식,치킨,88,잠실6동,02 4187864
구가국수,"서울특별시 송파구 올림픽로51길 13, 1층 (풍납동)",분식,국수,39.76,풍납2동,
방이굴림만두 떼굴,"서울특별시 송파구 양재대로71길 4-27, 지상1층 (방이동)",기타,만두,239.84,방이1동,
등촌샤브샤브칼국수 잠실점,"서울특별시 송파구 삼전로12길 9, (삼전동)",한식,칼국수,115.5,삼전동,02 4128463
고멸국수 송파점,"서울특별시 송파구 백제고분로32길 3, 지상1층 (삼전동)",한식,장어,52.8,삼전동,
송도갈비 송파문정점 (주)신화푸드,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 A동 201, 202, 203, 204, 205호 (문정동)",한식,갈비,561.36,문정2동,02 4496628
사월에 보리밥과 쭈꾸미 송파오금점,"서울특별시 송파구 중대로 310, 화성빌딩 1층 (오금동)",한식,아구찜,190.8,오금동,
포몬스 잠실점 (Phomons),"서울특별시 송파구 백제고분로7길 6-15, 금석빌딩 1층 (잠실동)","외국음식전문점(인도,태국등)",쌀국수,93,잠실본동,
크래버대게나라 잠실점,"서울특별시 송파구 위례성대로 92, (방이동,1층)",한식,"대게, 킹크랩",307.14,방이1동,02  412 2338
래향,"서울특별시 송파구 중대로25길 20, 1층 (오금동)",중국식,"짜장면, 짬뽕",157.28,오금동,
제주 화로집,"서울특별시 송파구 중대로9길 34, (가락동,지상1층)",일식,차돌삼합,146.6,가락본동,
완도산회 송파 별관,"서울특별시 송파구 백제고분로 395, 상주황씨대종회빌딩 1층 (송파동)",한식,회,124.7,송파1동,
진진 가마솥 설렁탕,"서울특별시 송파구 거마로 12, (거여동)",분식,설렁탕,122.88,거여1동,02 4033119
청진동해장국,"서울특별시 송파구 풍성로 77, C동 지상1층 (풍납동)",한식,해장국,96,풍납1동,02  478 5194
풍납주먹고기,"서울특별시 송파구 토성로15길 3-3, 경원빌딩 1층 101호, 102호 (풍납동)",한식,구이,86,풍납1동,02 4708662
내담,"서울특별시 송파구 바람드리길 33, 지상1층 (풍납동)",분식,아구찜,32.01,풍납1동,02 4794073
하동우렁추어탕 오금점,"서울특별시 송파구 중대로 317, 세우빌딩 1층 (오금동)",한식,추어탕,206.13,오금동,
동래정 송파가락점,"서울특별시 송파구 양재대로62길 47, 지상1층 (가락동)",한식,삼겹살,99.18,가락본동,02 4049825
하늘호수보쌈족발,"서울특별시 송파구 중대로 306, 동현빌딩 1층 (오금동)",기타,"보쌈,족발",121.18,오금동,
"황규복, 김춘자의 해주냉면","서울특별시 송파구 백제고분로7길 8-16, 남광빌딩 1층 102호 (잠실동)",한식,냉면,105.6,잠실본동,02 4247192
완도산회 특급포차 가락본점,"서울특별시 송파구 중대로9길 42, 지상1층 (가락동)",한식,회,92.56,가락본동,
나고야,"서울특별시 송파구 중대로25길 10, (오금동)",일식,회,115,오금동,02 4095551
완도산회포장마차,"서울특별시 송파구 백제고분로41길 10, (송파동)",한식,회,99,송파1동,2
소풍,"서울특별시 송파구 마천로 250, 1층 3호 (거여동)",한식,한정식,232.01,거여1동,
도삭면공방,"서울특별시 송파구 백제고분로7길 8-12, 승현빌딩 1층 (잠실동)",중국식,면류,143.38,잠실본동,
월미당 송파도서관점,"서울특별시 송파구 동남로 274, 제일빌딩 1층 103,104호 (오금동)",한식,쌀국수,50,오금동,
정담은,"서울특별시 송파구 위례성대로22길 18, 지상1층 (오금동)",한식,추어탕,187.95,오금동,02 4434262
장털보설렁탕,"서울특별시 송파구 중대로 304, 천진빌딩 1층 (오금동)",한식,설렁탕,163.1,오금동,02 4090520
석촌동 장식당,"서울특별시 송파구 송파대로37길 70, 1층 10호 (석촌동)",한식,동태찌개,32,석촌동,
동대구탕,"서울특별시 송파구 오금로11길 55, 1층 105,106,107,108호 (방이동, 현대주상복합빌딩)",한식,대구탕,179.83,방이1동,02 4192828
발아메밀막국수,"서울특별시 송파구 백제고분로39길 3, 지상1층 (석촌동)",한식,막국수,146.02,석촌동,02 4121970
옛날소머리 국밥집,"서울특별시 송파구 중대로 275, (오금동,우리빌딩 1층)",한식,소머리국밥,191.32,오금동,02 4704819
양타령,"서울특별시 송파구 위례성대로 192, 1층 (오금동)",한식,양구이,175,오금동,
신포 안주마을,"서울특별시 송파구 마천로7가길 5, 1층 (오금동)",한식,"회, 세꼬시",84,오금동,02  448 8430
지호한방삼계탕 삼전동점,"서울특별시 송파구 삼학사로 73, 1층 (삼전동)",한식,삼계탕,108,삼전동,
구룡포막회,"서울특별시 송파구 정의로7길 13, 1층 103호 (문정동)",일식,활어회,55,문정1동,
우돈제주생고기,"서울특별시 송파구 동남로28길 6, 우암빌딩 101호 (오금동)",한식,삼겹살,33,오금동,
오봉집,"서울특별시 송파구 오금로11길 54, 지상1층 (방이동)",한식,보쌈정식,118.58,방이2동,02 4188964
석촌식당,"서울특별시 송파구 가락로 71, 1층 108,109호 (석촌동)",한식,"삼겹살, 돼지갈비",66.66,석촌동,02 4188017
지강한식당 잠실점,"서울특별시 송파구 잠실로 209, KT송파타워 지하1층 104호 (신천동)",한식,"낙지, 곱창",145.56,잠실4동,
서호 생갈비,"서울특별시 송파구 올림픽로32길 49, 지상1층 (방이동)",,생갈비,105.6,방이2동,02 4199289
신흥토종한우,"서울특별시 송파구 마천로51길 27-1, (마천동,1층)",한식,육류,99,마천1동,02 4085024
해도듦제주포크,"서울특별시 송파구 가락로16길 2-13, (석촌동)",한식,삼겹살구이,63.12,석촌동,02 4172020
자성화 코다리,"서울특별시 송파구 가락로 119, 삼성빌딩 1층 102호 (석촌동)",한식,코다리찜,105,석촌동,
맷돌로만,"서울특별시 송파구 올림픽로8길 21, (잠실동)",한식,아구찜,148.6,잠실본동,02 4127994
모울식당,"서울특별시 송파구 송파대로 201, 송파 테라타워2 A동 1층 118,119호 (문정동)",한식,돈까스,77.6,문정2동,
팔화당,"서울특별시 송파구 송파대로 201, 송파 테라타워2 A동 1층 121,122,123,124호 (문정동)",한식,돼지고기 구이,161.51,문정1동,
북창동순두부 롯데월드점,"서울특별시 송파구 올림픽로 240, 롯데월드 쇼핑몰 지하1층 (잠실동)",한식,순두부,146.3,잠실본동,
청와옥,"서울특별시 송파구 삼학사로 96, (석촌동)",일식,"순대국, 오징어수육",118.86,석촌동,02 4173738
퍼틴,"서울특별시 송파구 올림픽로 240, 지하1층 (잠실동, 롯데월드 어드벤처 F&B거리)",기타,쌀국수,122.66,잠실3동,221431260
청와옥 본점,"서울특별시 송파구 위례성대로 48, 반도빌딩 1층 102호 (방이동)",한식,"순대국,오징어수육",276,방이1동,
서초갈비 거여점,"서울특별시 송파구 양산로10길 10, 지상1층, 2층 (거여동)",일식,돼지갈비,261.28,거여2동,02 4000544
원할머니국수보쌈 제2롯데월드점,"서울특별시 송파구 올림픽로 300, 롯데월드몰 한식코너 6층 (신천동)",한식,보쌈,126.35,잠실4동,02  32134545
민희네 생삼겹살,"서울특별시 송파구 백제고분로12길 4-5, (잠실동,지상1층)",한식,삼겹살,112.11,잠실본동,02 4189289
누엣골 주막,"서울특별시 송파구 올림픽로 240, (잠실동, 롯데월드)",한식,"덮밥,비빔밥",302.19,잠실3동,02 4112000
예향정 가든파이브점,"서울특별시 송파구 충민로 66, 가든파이브라이프 테크노관 5층 (문정동)",기타,두루치기,232.1,문정1동,
송가네 용두암 두루치기,"서울특별시 송파구 송파대로 201, A동 지하1층 G-116호 (문정동, 송파테라타워2)",한식,두루치기,103.24,문정1동,
진주문진 생태찌게,"서울특별시 송파구 송파대로28길 35, 205,304호 (가락동, 송파NSuite)",한식,생태찌개,212.8,가락본동,
짬뽕지존,"서울특별시 송파구 오금로 152, 지상1층 (송파동)",한식,짬뽕,202,송파1동,02  4231592
델리커리 가든파이브 현대시티몰점,"서울특별시 송파구 충민로 66, 지하1층 (문정동, 가든파이브라이프 현대아울렛 테크노관)",한식,카레,124.57,문정1동,226732025
찜샤브 현대가든파이브점,"서울특별시 송파구 충민로 66, 현대시티몰 5층 (문정동)",한식,샤브,250.4,문정1동,
태형식당,"서울특별시 송파구 오금로13길 10, 서흥빌딩 1층 (방이동)",횟집,"곱창, 양대창구이",113.05,방이1동,02 4150124
태양수제 숯불갈비,"서울특별시 송파구 마천로26길 15, 1층 (오금동)",한식,돼지갈비,75,오금동,
신동보성,"서울특별시 송파구 법원로6길 7, 2층 (문정동, 송파유탑테크밸리)",기타,"탕수육,짜장면",156.94,문정1동,
우리강산,"서울특별시 송파구 위례성대로12길 6, 지상1층 (방이동)",일식,등심,48.36,방이1동,02 4157131
정원 송파나루,"서울특별시 송파구 석촌호수로 234, 1층 (석촌동)",한식,갈치조림,87.36,석촌동,02 4137080
일루 퓨전한식,"서울특별시 송파구 송파대로 201, 송파 테라타워2 A동 G층 117,118,119호 (문정동)",경양식,부페,299.28,문정2동,02 8815633
포짜오,"서울특별시 송파구 오금로46길 8, 1층 (가락동)","외국음식전문점(인도,태국등)",쌀국수,67.86,가락본동,
주래등,"서울특별시 송파구 정의로8길 13, 201,202,203호 (문정동)",중국식,"탕수육,짜장면",342.34,문정1동,
(주)송파아구,"서울특별시 송파구 오금로44길 50-22, 지상1층 (가락동)",한식,아구찜,99,가락2동,02 4030627
등촌칼국수,"서울특별시 송파구 새말로8길 9, 1층 101호 (문정동)",기타,칼국수,97.08,문정1동,02 4076222
황금소 가락본점,"서울특별시 송파구 송이로 138, 지상1층 (가락동)",한식,소갈비살,318.44,가락본동,02  430 9279
풍천장어,"서울특별시 송파구 중대로9길 36, 지상1층 (가락동)",한식,장어구이,124.5,가락본동,02 4096255
안동한우 정육식당,"서울특별시 송파구 동남로 299, 1층 (오금동)",한식,고기구이,231,오금동,234019279
에핑,"서울특별시 송파구 오금로36길 13-1, 가락동양씨빌딩 (가락동)",중국식,"짬뽕,탕수육",120,가락본동,02 4000201
을밀대,"서울특별시 송파구 오금로15길 7-13, 지상1층 (방이동)",한식,평양냉면,229.36,방이1동,234325233
청사포면옥,"서울특별시 송파구 충민로 66, 현대시티몰 가든파이브점 아울렛관 지하1층 (문정동)",한식,부대찌개,122.06,문정1동,
느티나무집,"서울특별시 송파구 동남로6길 3-7, 1층 (문정동)",한식,"칼국수,샤브샤브",94.12,문정1동,02 4078488
일일향,"서울특별시 송파구 석촌호수로 290, 성우빌딩 지하1,지상1,2층  호 (송파동)",한식,"전가복, 탕수",843.25,송파1동,02 4218900
주식회사 평창갈비,"서울특별시 송파구 위례성대로 98, 삼공빌딩 1층 (방이동)",한식,갈비,519,방이1동,02 4461451
쿠치나 디 까사(문정점),"서울특별시 송파구 송파대로 201, A동 1층 A-110,111호 (문정동, 송파테라타워2)",경양식,스파게티,114.38,문정1동,02 8815564
러반로제 레스토랑,"서울특별시 송파구 석촌호수로 274, 씨엠빌딩 8층 (송파동)",경양식,"스테이크,파스타",99.64,송파1동,7077789417
푸주옥,"서울특별시 송파구 송파대로28길 6, (가락동,1층2호,3호)",한식,"설렁탕, 갈비탕, 생고기",97.38,가락본동,02 4000803
제주 은희네 해장국,"서울특별시 송파구 송파대로49길 10, 1층 (석촌동)",한식,소고기해장국,166,석촌동,260130831
태이재,"서울특별시 송파구 위례성대로12길 8, 1층 (방이동)",한식,한정식,127.91,방이1동,24296999
(주)오금버드나무집,"서울특별시 송파구 동남로 309, (오금동)",한식,갈비,353.66,오금동,02 4088000
효미역 올림픽공원점,"서울특별시 송파구 위례성대로 56, 1층 (방이동, 방이동그린파크아파트)",한식,미역국,252.09,방이1동,222027070
태능 고기촌,"서울특별시 송파구 백제고분로39길 17, 1층 (석촌동)",한식,고기구이,119.2,석촌동,02 4201829
"오, 심숙이 쭈삼낙","서울특별시 송파구 송파대로30길 19-11, 1층 (가락동)",한식,"낙지,쭈꾸미 삼겹",95.7,가락본동,02 4309399
카츠젠 월드타워점,"서울특별시 송파구 올림픽로 305, 잠실역8호선  A구역 지하1층 (신천동)",일식,"돈카츠,메밀",191,잠실4동,234321220
주식회사 다운타우너 잠실,"서울특별시 송파구 백제고분로45길 3, 1층 (송파동)",경양식,"파스타,햄버거",84.05,송파1동,7088683696
소미연,"서울특별시 송파구 가락로 86, 1층 (석촌동)",한식,"짜장면,탕수육",176.4,석촌동,02 4138887
굽돌집 잠실방이직영점,"서울특별시 송파구 오금로 125, 1층 (방이동)",한식,쌀국수,139,방이1동,
영카츠 잠실학원사거리점,"서울특별시 송파구 석촌호수로 130, 1층 (삼전동, 신원빌딩)",일식,"돈까스,우동,메밀",101.04,삼전동,02 4126412
상일회관 문정점,"서울특별시 송파구 정의로8길 13, 수성위너스 1층 105,106,107호 (문정동)",한식,삼겹살,155.91,문정2동,234021433
송쉐프,"서울특별시 송파구 백제고분로 357, 1~2층 (석촌동)",중국식,"전가복, 게살볶음",336,석촌동,02 4211178
아리솔,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 G157호 (문정동)",한식,족발,80.93,문정1동,220548757
(주)볼드4 Bruxie(브럭시) 롯데월드몰점,"서울특별시 송파구 올림픽로 300, 지하1층 (신천동, 롯데월드몰 )",기타,"와플,치킨",92.74,잠실4동,232134790
이북집 찹쌀순대,"서울특별시 송파구 법원로 114, E동 B-127호 (문정동, 엠스테이트)",한식,순대국,97,문정1동,222831600
신기소,"서울특별시 송파구 송파대로 167, A동 G147호 (문정동, 문정역테라타워)",일식,"돈까스,우동,소바",86,문정1동,220543991
봉추찜닭 가든파이브 현대몰점,"서울특별시 송파구 충민로 66, 5층 (문정동, 가든파이브 라이프동 테크노관)",한식,찜닭,121.23,문정1동,226732507
백년가 교동짬뽕 본점,"서울특별시 송파구 충민로 66, 5층 (문정동, 가든파이브라이프 테크노관)",중국식,짜장면 외,210,문정1동,226732503
함흥본가 면옥,"서울특별시 송파구 법원로 114, D동 301호 (문정동, 엠스테이트)",분식,냉면,347,문정1동,02 4078807
(주)브라더스스토어 단정 가든파이브점,"서울특별시 송파구 충민로 66, 5층 (문정동, 가든파이브라이프 테크노관)",일식,"꼬막비밤밥, 매운탕",203,문정1동,226732586
(주)내함 한국집 롯데백화점 잠실지점,"서울특별시 송파구 올림픽로 240, 지하1층 (잠실동, 롯데백화점 잠실점)",한식,"비빔밥,찌개",112.7,잠실본동,221431799
송추가마골 잠실지점,"서울특별시 송파구 송파대로 570, 지하1층 (신천동, 타워730)",한식,양념갈비.갈비탕,394.54,잠실4동,02 4226446
란콰이펑누들 현대시티몰 가든파이브지점,"서울특별시 송파구 충민로 66, 지하1층 (문정동, 가든파이브라이프)",기타,스테이크,107,문정1동,222943233
라그릴리아 현대시티몰 가든파이브점,"서울특별시 송파구 충민로 66, 5층 (문정동, 현대시티몰 가든파이브점)",경양식,"파스타,스테이크",316.15,문정1동,226732505
지인고기 문정점,"서울특별시 송파구 송파대로 167, A동 지하1층 G183호 (문정동, 문정역테라타워)",한식,"불고기, 냉면",156.24,문정2동,02 4012958
홍수계찜닭 잠실타워730점,"서울특별시 송파구 송파대로 570, 지하1층 (신천동)",한식,찜닭,155,잠실4동,02 4122525
101번지 남산돈까스 가든파이브점,"서울특별시 송파구 충민로 66, 지하1층 (문정동, 가든파이브라이프 현대시티몰 아울렛관)",일식,돈까스,67,문정1동,226732015
닭집애 가든5점,"서울특별시 송파구 충민로 66, 지하1층 (문정동, 현대시티몰 가든파이브 영관)",경양식,"피자,파스타",167.43,문정1동,226732039
한솔냉면&비빔밥,"서울특별시 송파구 충민로 66, 테크노관 지하1층 (문정동, 현대시티몰 가든파이브)",한식,냉면,69.78,문정1동,226732033
조향족발,"서울특별시 송파구 충민로 5, 1층 112호 (문정동, 송파한화오벨리스크)",한식,족발,40.87,문정1동,02 4319556
산야초 닭한마리,"서울특별시 송파구 백제고분로50길 41, 지상1층 (방이동)",한식,삼계탕,115,방이1동,02  423 5864
윗세오름,"서울특별시 송파구 삼학사로 87, (삼전동)",한식,제주오겹살,52.8,삼전동,02 4228577
제일제면소 올림픽공원점,"서울특별시 송파구 올림픽로 424, 지상1층 (방이동, 국민체력센터 2 )",기타,국수,360,오륜동,02 4218181
일식호림,"서울특별시 송파구 석촌호수로 176, 2층 (삼전동)",일식,회,806.59,삼전동,02 4153413
송어야,"서울특별시 송파구 백제고분로9길 9, 지상1층 (잠실동)",한식,보쌈,150,잠실본동,02  417 2888
맛있는 샤브 돈까스,"서울특별시 송파구 송파대로30길 16, 101호 (가락동, 두산위브 지하 )",한식,"샤브샤브,우동,돈까스",231,가락본동,02 4309282
갓텐스시 롯데월드몰,"서울특별시 송파구 올림픽로 300, 캐주얼동 5층 (신천동)",일식,회전초밥,226.97,잠실6동,02  32134519
낙지세상,"서울특별시 송파구 동남로18길 37, 지상1층 (가락동)",한식,낙지,159.12,가락본동,02 4034081
오뎅식당,"서울특별시 송파구 올림픽로 300, (신천동, 캐쥬얼동 지상6층)",기타,부대찌개,168.9,잠실4동,232134623
석촌냉면,"서울특별시 송파구 백제고분로37길 6, 지상1층 (석촌동)",냉면집,냉면,132,석촌동,02 4213234
풍년 참숯 갈비,"서울특별시 송파구 송이로21길 33-27, 지상1층 (가락동)",한식,갈비,49.5,가락본동,02 4439233
정성한줄,"서울특별시 송파구 올림픽로 145, 지하1층 A14,15-1호 (잠실동)",분식,김밥,41.94,잠실본동,02 4178253
할머니추어탕,"서울특별시 송파구 석촌호수로 110, 1층,2층 (잠실동)",한식,추어탕,358.52,잠실본동,02 4211022
청국장과 보리밥,"서울특별시 송파구 백제고분로20길 4, 지상1,2층 (잠실동)",한식,청국장,251.54,잠실본동,220421234
1994 춘천닭갈비,"서울특별시 송파구 가락로16길 3-6, (석촌동,지상1층)",한식,닭갈비,59.97,석촌동,02 4159608
진포크촌돼지생고기숯불갈비,"서울특별시 송파구 가락로16길 2-9, 윤기빌딩 1층 (석촌동)",한식,"삼겹살,갈비",100,석촌동,02 4255554
골드 참치,"서울특별시 송파구 오금로 125, 2층 (방이동, 유미빌딩)",기타,모듬참치회,164.5,방이2동,02 4227747
명륜진사갈비 석촌호수점,"서울특별시 송파구 삼학사로19길 7, 지상1층 (삼전동)",한식,해물아구찜,139,삼전동,234318088
남한강다슬기해장국,"서울특별시 송파구 오금로 144, 지상1층 (송파동)",한식,올갱이해장국,53.27,송파1동,02 4172786
(주)방이진대감,"서울특별시 송파구 오금로13길 6, 지상1층 (방이동)",한식,차돌삼합,110,방이2동,02 4162472
논두렁 우렁쌈밥전문점,"서울특별시 송파구 삼전로 79, 지상1층 101호 (잠실동, 동명하이텔)",한식,우렁쌈밥,115.5,잠실본동,02 4253350
옛날농장,"서울특별시 송파구 올림픽로32길 19-10, 지상1층 (방이동)",한식,"돼지갈비, 삼겹살",217.48,방이1동,02 4162566
(주)청정해신선어,"서울특별시 송파구 송파대로28길 27, (가락동,성원상떼빌 102동 2층 207호)",일식,참도미회,222.36,가락본동,234012233
신촌 서연 황소곱창,"서울특별시 송파구 위례성대로20길 32, 지상1층 (오금동)",한식,곱창,72.2,오금동,02 4020770
참설농탕,"서울특별시 송파구 백제고분로 430, 2층 (송파동)",한식,설렁탕,199.14,송파1동,02 4140221
봉피양 잠실점,"서울특별시 송파구 올림픽로 240, 지하1층 (잠실동, 롯데백화점)",한식,"곰탕, 갈비정식",160,잠실본동,221437008
(주)한아람,"서울특별시 송파구 위례성대로 34, 지상2층 (방이동)",한식,한정식,427.71,방이2동,02 4175688
제주뜰향 갈치전문점,"서울특별시 송파구 중대로23길 7, 1층 (가락동)",기타,제주산갈치,126.72,가락1동,02 4002281
탐라 꿀순이,"서울특별시 송파구 중대로33길 18, 지상1층 (오금동)",한식,삼겹살구이,155,오금동,02  418 6523
묵힘,"서울특별시 송파구 오금로15길 9-12, 지상1층 (방이동)",한식,돼지고기구이,328.6,방이2동,
도니족발,"서울특별시 송파구 백제고분로41길 45, 지상1층 (송파동)",한식,고기구이,148.3,송파2동,02 4218576
육육삼육,"서울특별시 송파구 오금로 216, 지상1층 (송파동)",분식,한우 등심,89.1,송파2동,02 5496636
큰손흑돼지,"서울특별시 송파구 백제고분로45길 10, 1층 (송파동)",한식,삼겹살,161,송파1동,02 4205524
보승회관 방이점,"서울특별시 송파구 오금로 101, 지상1층 (방이동)",한식,"생태,해산물",110,방이2동,02 4251221
화사랑화로구이(송파점),"서울특별시 송파구 오금로 162, 지상1,2층 (송파동)",한식,고기구이,528,송파1동,02 4214554
채선당거여점,"서울특별시 송파구 오금로 512, (거여동,거여2차쌍용(아)상가 지상2층201호)",한식,샤브샤브,0,거여1동,220436355
대경미담,"서울특별시 송파구 중대로 56, (문정동,지상1층)",한식,돼지갈비,130.94,문정1동,02 4075989
짚불구이 본가,"서울특별시 송파구 올림픽로32길 22-20, 지상1층 (방이동)",한식,갈매기살,193.14,방이2동,02 4223393
주식회사 주은감자탕,"서울특별시 송파구 삼학사로 71, 1,2층 (삼전동)",한식,"해장국, 감자탕",270.36,삼전동,02 4133670
소백산,"서울특별시 송파구 백제고분로39길 28, (석촌동)",한식,삼겹살구이류,116,석촌동,02 4229929
광양불고기,"서울특별시 송파구 백제고분로39길 6, (석촌동)",한식,불고기,556.8,석촌동,02 4200211
팔딱 팔딱 활어 수산,"서울특별시 송파구 오금로46길 14, 1층 (가락동)",한식,전류,66,가락2동,02  409 6646
가락골마산아구찜,"서울특별시 송파구 송이로19길 3, (가락동)",한식,"아구찜,탕",67.92,가락본동,02 4096665
김영희강남동태찜(본점),"서울특별시 송파구 삼전로 87, (잠실동,1층,2층)",한식,"동태찜, 코다리",280.43,잠실본동,02 4225008
군산오징어,"서울특별시 송파구 삼학사로 101, (삼전동, 지상 1,2,3층)",한식,오징어불고기,523.59,삼전동,02  413 2046
알루메(AL Lume),"서울특별시 송파구 백제고분로9길 36, (잠실동)",경양식,"파스타, 스테이크",141.9,잠실본동,02 4211126
승승장구,"서울특별시 송파구 동남로6길 3-13, 101호 (문정동)",한식,"설렁탕, 따로국밥",58,문정1동,
수.보리밥,"서울특별시 송파구 백제고분로41길 43-5, (송파동,1층)",기타,"보리밥, 곤드레밥",136.31,송파1동,02 4160671
깐부치킨,"서울특별시 송파구 백제고분로7길 19, (잠실동)",한식,,114.62,잠실본동,02 4188181
미우미우,"서울특별시 송파구 양재대로71길 2-27, (방이동,지상2층)",한식,소고기구이,187.79,방이1동,02  4252581
가일,"서울특별시 송파구 오금로11길 55, (방이동,현대주상복합빌딩 109,110,111호)",한식,,109.35,방이2동,02  425 2928
뽕사부,"서울특별시 송파구 백제고분로 498, 1층 (방이동)",한식,,351.65,방이2동,02 4165391
흥부골 숯불돼지 왕갈비,"서울특별시 송파구 백제고분로33길 35, (석촌동)",한식,,279.55,석촌동,02 4180003
흥부골 숯불돼지 왕갈비,"서울특별시 송파구 백제고분로33길 35, (석촌동)",한식,,279.55,석촌동,02 4180003
알천생태찌개,"서울특별시 송파구 백제고분로9길 6, A동 지상1층 (잠실동)",한식,,148,잠실본동,222026633
닭누리정,"서울특별시 송파구 중대로20길 28, 지상1층 (가락동)",한식,,129.91,가락2동,02 4201254
돈족골,"서울특별시 송파구 삼학사로 66, (석촌동)",한식,,163.8,석촌동,02 4165252
명가칼국수,"서울특별시 송파구 올림픽로 289, (신천동,(시그마타워 B1-120))",한식,,80.4,잠실6동,234312624
제일곱창,"서울특별시 송파구 오금로15길 5-24, 1층 (방이동)",한식,,140,방이2동,
내고향횡성한우,"서울특별시 송파구 오금로 113, (방이동,석촌시티빌딩 지상1층)",한식,한우소고기,853.62,방이1동,02 4158080
석촌옛터,"서울특별시 송파구 백제고분로41길 42, (송파동,1층)",한식,돼지갈비,278,송파1동,02 4210043
더컨벤션 교통회관,"서울특별시 송파구 올림픽로 319, (신천동)",뷔페식,,1334.06,잠실6동,02 4143611
초필살돼지구이 방이점,"서울특별시 송파구 올림픽로32길 19-8, 지상1층 (방이동)",일식,,109.29,방이1동,02  423 3888
류화(방이본점),"서울특별시 송파구 오금로15길 7, 지상1층 (방이동)",일식,,125.76,방이2동,02 4209704
그랑차오,"서울특별시 송파구 위례성대로 114, 1층 (방이동)",중국식,,399.89,방이1동,234310607
내꾸미 쭈꾸미,"서울특별시 송파구 성내천로 106, 지상1층 (오금동)",한식,쭈구미볶음,242.16,오금동,02 4436969
청년감자탕,"서울특별시 송파구 오금로19길 5, (방이동)",한식,,97.5,방이2동,02 4176636
화목토,"서울특별시 송파구 거마로 22, (거여동,1층)",한식,,163,거여1동,
담은갈비,"서울특별시 송파구 삼전로 93, 지하1층,1층 (잠실동, 태정빌딩(잠실동 다세대주택))",한식,갈비,476.37,잠실본동,02 4238053
진또배기,"서울특별시 송파구 중대로9길 51, 부성빌딩 1층 (가락동)",한식,닭볶음탕,126,가락본동,02 4046888
샛집남원추어탕,"서울특별시 송파구 오금로11길 7-12, (방이동)",한식,추어탕,93.67,방이2동,02 4218163
가야촌오리주물럭,"서울특별시 송파구 오금로 533, (거여동)",한식,오리주물럭,148.36,거여2동,02 4135292
돈족골,"서울특별시 송파구 삼학사로 66, (석촌동)",한식,삼겹살,163.8,석촌동,02 4165252
