업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
광장동 가온,"서울특별시 중구 명동길 74, (명동2가, 1층)",한식,곰국시,531.75,명동,02457 1729
명동피자 동대문이야기,"서울특별시 중구 장충단로13길 20, 지하2층 (을지로6가)",경양식,"피자,파스타,샐러드",178.5,광희동,222832234
봉추찜닭,"서울특별시 중구 명동8나길 47, (충무로1가, 2층)",기타,기타,187.24,명동,02  37899381
현가츠,"서울특별시 중구 명동8나길 45, (충무로1가, 지하1층)",한식,양식,80.33,회현동,02  37890673
디코레 북창동 순두부,"서울특별시 중구 세종대로 78, (태평로2가, 2층)",한식,한식,225.19,소공동,02  318 4350
라온,"서울특별시 중구 명동8가길 36, 1,2,3층 (충무로2가)",식육(숯불구이),한식,165.71,명동,02  757 9292
애성회관,"서울특별시 중구 남대문로5길 23, (북창동,(1층))",한식,한식,175.21,소공동,23520303
조선정육식당,"서울특별시 중구 남대문로7길 33, (소공동,(지상1층 104호))",한식,한식,85.95,소공동,7738592
영덕회식당(시청점),"서울특별시 중구 무교로 32, (무교동,효령빌딩101,102호(지하1층))",일식,일식등,154.41,명동,27570066
속초집,"서울특별시 중구 퇴계로6길 3-6, 지하1층 (회현동1가)",한식,회,138.6,회현동,02 7752226
한시락,"서울특별시 중구 을지로3길 25-6, 1층 (다동)",한식,시래기,134.9,명동,02  37895554
(주)양미옥,"서울특별시 중구 남대문로 27-2, (남대문로3가, 1,2,3층)",한식,양대창,694.2,소공동,
황금목장(본점),"서울특별시 중구 명동8나길 6, (충무로1가,지상3층)",한식,고기구이류,415.74,회현동,02  753 3536
산채향,"서울특별시 중구 청계천로 8, (무교동,프리미어 플레이스빌딩지하1층)",한식,더덕요리전문점,262,명동,02 7782959
신당 한우곱창,"서울특별시 중구 다산로 236, (1층)동 (신당동)",한식,한우곱창,85.8,동화동,02   5527850
은&정 명동닭갈비,"서울특별시 중구 명동7길 19, (을지로2가)",한식,닭갈비,74.62,명동,02 7781988
명동정,"서울특별시 중구 삼일대로 299, 1층 (충무로2가)",한식,한정식,291,명동,237895130
너비집,"서울특별시 중구 명동9길 37-8, (을지로2가)",한식,고기구이,83.07,명동,02 7564084
코코이찌방야 시청대한상공회의소점,"서울특별시 중구 세종대로 39, (남대문로4가,외2필지(지하1층))",중국식,자장면,56.76,소공동,260501197
고시레,"서울특별시 중구 명동9길 21, 1층 (명동1가)",한식,등심,210.6,명동,237891357
경성순대국,"서울특별시 중구 마른내로 50-1, 1층 (인현동1가)",한식,백반,190,을지로동,02 2682298
명동미성옥,"서울특별시 중구 명동길 25-11, (명동1가)",한식,설렁탕,136.5,명동,02 7761795
투뿔한우전문점,"서울특별시 중구 명동10길 19-21, 2층 (명동2가)",한식,한우,116.95,명동,02 7773223
태백산맥,"서울특별시 중구 다산로 85, 3층, 4층 (신당동)",한식,등심,327.96,다산동,222370402
비에이치씨(BHC)충무로역점,"서울특별시 중구 퇴계로 210, (필동2가)",일식,돈가스,91.76,필동,222733888
마라붐,"서울특별시 중구 세종대로16길 1, (태평로2가,(2층))",경양식,"파스타, 피자",106.54,소공동,02  776 8181
지우(명동점),"서울특별시 중구 퇴계로18길 20, (남산동1가)",한식,불고기,129.35,명동,02  777 2171
소월돈가스앤커피,"서울특별시 중구 소파로 91-1, (예장동)",경양식,왕돈가스,37.2,필동,237895838
내림손 삼계탕,"서울특별시 중구 장충단로 249-24, 2층 (을지로6가)",한식,삼계탕,130.5,광희동,222650118
왕비집 육호점,"서울특별시 중구 남대문로 64, (명동2가,동호수90번지)",경양식,삼겹살,203.64,명동,237891544
(주)해우리명동,"서울특별시 중구 퇴계로 72, (회현동1가,리더스뷰남산상가 지하1층 125~129)",한식,,252.51,회현동,27784997
명동중앙점 왕비집,"서울특별시 중구 명동8나길 45, 2층 (충무로1가)",한식,소왕갈비,155.31,명동,02 7762361
나주곰탕,"서울특별시 중구 칠패로 42, 1층 106호 (봉래동1가, 우리빌딩)",한식,곰탕,174.9,소공동,02  37893405
쁘띠하노이(서울역점),"서울특별시 중구 후암로 110, (남대문로5가,지하1층)",경양식,베트남쌀국수,135.67,회현동,237892884
왕비집,"서울특별시 중구 명동8가길 26, 2층 (충무로2가)",한식,소왕갈비,183.28,명동,02  37891945
禮신라삼계탕Ⅱ,"서울특별시 중구 칠패로 27, 순화동더샵 2층 202호 (순화동)",한식,삼계탕,95.98,소공동,02 7560701
푸바오 미식성,"서울특별시 중구 퇴계로73길 31, 지하1층 (신당동)",경양식,샤브샤브,289.03,신당동,222338586
무교동북어국집,"서울특별시 중구 을지로1길 38, (다동)",한식,북어국,48.17,명동,207773891
서울의 달,"서울특별시 중구 세종대로14길 28-6, 1층 (북창동)",일식,,88.91,소공동,02 7790681
스패뉴,"서울특별시 중구 세종대로 82, (태평로2가,(지상2층))",경양식,"스테이크,파스타,리조또 등",76.13,소공동,02   3181987
동대닭한마리,"서울특별시 중구 서애로 16-5, (필동3가)",한식,칼국수,66.26,필동,02  22695596
광화문 양갈비,"서울특별시 중구 세종대로21길 48, (태평로1가)",한식,삼겹살,179.84,명동,02 7379327
남원추어탕,"서울특별시 중구 을지로38길 14, (을지로5가)",한식,추어탕,73.01,을지로동,222652394
안동장,"서울특별시 중구 을지로 124, (을지로3가)",중국식,자장면,473.5,을지로동,02  22663814
호아빈,"서울특별시 중구 서소문로 139, (서소문동,(1층))",경양식,베트남쌀국수,62,소공동,02 7570025
하동관,"서울특별시 중구 명동9길 12, (명동1가)",한식,"쇠고기,돼지고기",175.21,명동,02  776 5656
오신정,"서울특별시 중구 퇴계로27길 42, (충무로3가)",한식,삼겹살,81.69,필동,222753031
다흰정,"서울특별시 중구 남대문로 2, (남대문로4가,(지상2층))",경양식,삼겹살,285.03,회현동,02 3182141
서안,"서울특별시 중구 정동길 8, (정동,(2층))",중국식,중식코스요리,220.86,소공동,02  755 1122
"명동부대찌개, 황기족발","서울특별시 중구 명동길 25-7, (명동1가)",한식,"부대찌개, 냉면",178.24,명동,02 7526800
평래옥,"서울특별시 중구 마른내로 21-1, (저동2가,1층,2층)",한식,냉면,244.62,을지로동,222675892
세광양대창 시청점,"서울특별시 중구 남대문로1길 37, 1층 (북창동)",한식,"대창,막창,특양",210,소공동,02777 7174
참맛감자탕,"서울특별시 중구 다산로 107, (신당동,(1층))",한식,감자탕,195,다산동,222310240
일식 성진,"서울특별시 중구 수표로2길 5, 1층 (충무로3가)",일식,회정식,215,필동,222695551
오양회참치,"서울특별시 중구 세종대로21길 49, (태평로1가)",일식,참치,546.5,명동,02 7361001
평창우선생,"서울특별시 중구 통일로 102, (의주로1가,지상1층 바비엥I 101호)",한식,생등심,261.62,소공동,02 7398819
컨퍼런스하우스달개비정동점,"서울특별시 중구 세종대로19길 16, (정동, 지하1층)",한식,한정식,460.18,소공동,02 7652035
어반가든(URBANGARDEN),"서울특별시 중구 정동길 12-15, (정동,(1층 2층))",경양식,"스테이크, 스파게티",188.38,소공동,02 7772254
배재반점,"서울특별시 중구 서소문로 103, (서소문동)",중국식,,308.35,소공동,02 7527666
남촌회관,"서울특별시 중구 세종대로20길 19, (태평로1가,1층)",한식,김치찌개,114.52,명동,02  777 8897
장터,"서울특별시 중구 세종대로 62, (남대문로4가,(1층))",한식,소갈비,103.9,소공동,237897292
마라공방,"서울특별시 중구 세종대로21길 55, (태평로1가,외1필지(지상2층))",중국식,삼계탕,150.23,명동,02 7787370
아이러브 떡볶이,"서울특별시 중구 퇴계로76길 50, (신당동, 성완빌딩 1층 1~7호)",분식,떡볶이,553.55,신당동,222327872
브이아이피 참치,"서울특별시 중구 세종대로11길 42, (서소문동,(2층))",일식,참치회,350.49,소공동,02 7549900
엘더블유컨벤션,"서울특별시 중구 청파로 464, 3층 301호, 302호 (중림동, 브라운스톤)",경양식,뷔페,1221.54,중림동,02 3132480
남문토방,"서울특별시 중구 남대문시장길 45-3, 지하1층 (남창동)",한식,추어탕,111.78,회현동,02778 6727
서울 삼계탕,"서울특별시 중구 마른내로 19, 외 1필지 2층 (저동2가)",한식,삼계탕,153.16,을지로동,222631743
목포낙지,"서울특별시 중구 다산로36길 8, (신당동)",한식,낙지찜,108.12,동화동,222322362
우림정,"서울특별시 중구 세종대로11길 33-3, (서소문동)",한식,등심,85.49,소공동,02 7525939
장충동 진두부집,"서울특별시 중구 동호로24길 39, (장충동2가,(지하1층,지상1층,2층))",한식,두부,349.16,장충동,222759345
명동함흥면옥,"서울특별시 중구 명동10길 35-19, (명동2가, 1층~2층)",한식,회냉면,190.2,명동,02 7768430
대복,"서울특별시 중구 세종대로14길 22, (북창동)",한식,복매운탕,35.78,소공동,207550189
함흥냉면,"서울특별시 중구 마른내로 108, (오장동)",한식,물냉면,283.38,광희동,222679500
아리랑,"서울특별시 중구 남대문로7길 23, (소공동,(1층))",한식,갈비,275.54,소공동,02 752 1342
아구랑꽃게랑,"서울특별시 중구 동호로24길 35-5, (장충동2가, 1층)",한식,아구찜,50.55,장충동,222635554
약수한방삼계탕,"서울특별시 중구 다산로 77, (신당동,외3필지 JK오피스텔(지상1층 101,102,103호))",한식,"삼계탕,닭도리탕",165.28,다산동,222529775
후후관,"서울특별시 중구 서소문로11길 2, (서소문동,지상 2층)",한식,삼겹살,74.63,소공동,02 7790977
청종나주곰탕,"서울특별시 중구 삼일대로 330, 평화빌딩 지하1층 (저동1가)",한식,칼국수,201.45,명동,222739191
세림,"서울특별시 중구 을지로1길 32-3, (다동)",한식,등심,83.52,명동,207771797
원할머니보쌈.족발 본점,"서울특별시 중구 난계로 201, 황학동 원할머니보쌈 사옥 2층 (황학동)",한식,보쌈,417.51,황학동,222323232
전주풍남회관,"서울특별시 중구 세종대로21길 48, (태평로1가)",한식,"삼겹살,계란찜",99,명동,207362144
월매네남원추어탕,"서울특별시 중구 서소문로 109-8, (서소문동)",한식,추어탕,92.45,소공동,02 7579680
강가,"서울특별시 중구 세종대로 136, (태평로1가,서울파이낸스센타 지하2층)",경양식,커리,248.16,명동,37830610
만다리,"서울특별시 중구 다산로22길 17, (신당동)",중국식,자장면,76.5,청구동,222367615
오장동흥남집,"서울특별시 중구 마른내로 114, (오장동, 지하1층~지상3층)",한식,물냉면,514.63,광희동,222660735
강서면옥,"서울특별시 중구 세종대로11길 35, (서소문동)",한식,냉면,187.07,소공동,27521945
강산복집,"서울특별시 중구 난계로 161, 2층 (황학동, 중앙시티빌 2층(201,202,203호))",한식,돼지갈비,165.02,황학동,222928208
우래옥,"서울특별시 중구 창경궁로 62-29, (주교동)",한식,불고기,789.43,을지로동,222650151
삼원,"서울특별시 중구 무교로 32, (무교동, 지하1층)",일식,대구탕,164.6,명동,02 7773680
(주)조선호텔앤리조트 스시조,"서울특별시 중구 소공로 106, (소공동)",일식,초밥,588.66,소공동,02  317 0373
곰국시집,"서울특별시 중구 무교로 24, (무교동,(지상2,3층))",한식,칼국수,354.85,명동,02  756 3250
진주회관,"서울특별시 중구 세종대로11길 26, (서소문동)",한식,콩국수,243.84,소공동,02 7535388
송정,"서울특별시 중구 을지로38길 11, 1층 (광희동1가)",한식,장어,75.34,광희동,222680592
미도리회집,"서울특별시 중구 퇴계로22길 7, (남산동3가)",일식,"대구탕,초밥",90.79,명동,207765560
동해일식,"서울특별시 중구 무교로 16, (무교동)",일식,대구탕,198.18,명동,02 7544161
필동면옥,"서울특별시 중구 서애로 26, (필동3가)",한식,냉면,156,필동,222662611
문화옥,"서울특별시 중구 창경궁로 62-5, (주교동)",한식,설렁탕,156.53,을지로동,222650322
서울뚝배기,"서울특별시 중구 수표로6길 1, (충무로3가)",한식,뚝배기,101.39,필동,222630596
동해,"서울특별시 중구 칠패로 36, (봉래동1가, 지하1층)",일식,농어회,210.63,회현동,02 7563321
평양면옥,"서울특별시 중구 장충단로 207, (장충동1가,, 26 - 32 (1층))",한식,냉면,188.89,장충동,222677784
