업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
포메인서초점,"서울특별시 서초구 반포대로 104, 1층 (서초동)",한식,쌀국수,78.5,서초제2동,02  521 0722
육갑식당,"서울특별시 서초구 서래로 33, 2층 (반포동)",한식,구이류,114.88,반포제1동,
춘향골 추어탕,"서울특별시 서초구 서운로11길 10, 1층 (서초동)",한식,추어탕,277.28,서초제2동,234720050
삼육가 사당역1호점,"서울특별시 서초구 방배천로 10, 1층 (방배동)",한식,구이류,278.46,방배제2동,02 5820102
다피타(da pitta),"서울특별시 서초구 반포대로23길 32, 1층 101호 (서초동)",경양식,피자,102.5,서초제3동,02  521 5147
da Pitta(다 피타),"서울특별시 서초구 효령로 202, 1층 (서초동)",경양식,파스타,78.54,서초제3동,02   5231547
주식회사 우밀가,"서울특별시 서초구 법원로2길 15, 1층 104호 (서초동, 길도 BD )",한식,국수류,287.26,서초제3동,02  596 3770
영주축협 한우프라자 청계산역점,"서울특별시 서초구 청계산로 197, 4층, 5층 (신원동)",한식,구이류,1350.62,내곡동,02 5799292
서울만남의광장휴게소 한식당,"서울특별시 서초구 양재대로12길 73-71, (원지동, 서울만남의광장휴게소 한식당)",한식,"국밥, 찌개",91.24,양재제2동,02  578 3372
방배본가면옥,"서울특별시 서초구 방배로 41, 방배홈스텔 1층 102호 (방배동)",한식,면요리,160.5,서초제3동,
맷돌로만청계산점,"서울특별시 서초구 청룡마을3길 11, (신원동)",한식,두부,106,내곡동,02 5749691
홍천한우,"서울특별시 서초구 효령로55길 47, (서초동,2층일부,3층일부)",한식,등심,272.46,서초제3동,
우동 키누(UDON KINU),"서울특별시 서초구 방배로28길 16, (방배동,1층)",한식,"돈가스, 우동",78,방배제4동,02  536 5980
서초갈비,"서울특별시 서초구 반포대로 12, 2층 (서초동)",한식,등심,187.21,서초제3동,02 5822988
방배 육감,"서울특별시 서초구 효령로 19, 1,2층 (방배동, 지상)",한식,생고기,264,방배제2동,02 5848008
램하우스 서초법원점,"서울특별시 서초구 법원로2길 15, (서초동,,5,6 (202호))",한식,양갈비,196,서초제3동,02  34760678
제주흑다돈 강남직영점,"서울특별시 서초구 강남대로65길 10, 1층 (서초동)",한식,,206.54,서초제1동,02  84822090
장꼬방,"서울특별시 서초구 강남대로61길 27, 1층 (서초동)",한식,단팥죽,115.5,서초제4동,02 5975511
선바위메밀장터,"서울특별시 서초구 강남대로18길 15-11, 1층 (양재동)",한식,해물탕,97.5,양재제1동,02  20582933
약초마을,"서울특별시 서초구 강남대로2길 3, (양재동,1층)",한식,삼계탕,82.5,양재제2동,02   5775551
민어사랑,"서울특별시 서초구 효령로 182-8, 1층 (방배동)",한식,민어탕,162.5,방배제3동,
한국회관,"서울특별시 서초구 사평대로18길 10, (반포동,가동 1층,2층)",한식,"한우,탕",350.52,반포제4동,02  5953355
강남따로국밥,"서울특별시 서초구 신반포로47길 118, 2층 (잠원동, 근생빌딩A동)",한식,국밥,165,잠원동,
제주어항1950,"서울특별시 서초구 방배로 189, 1층 (방배동)",한식,순대국,153.79,방배본동,02  34828400
평가옥(반포점),"서울특별시 서초구 사평대로 353, (반포동,서일빌딩 1층 (103-107호))",한식,냉면,310.83,반포본동,234448030
한우명가 노고단,"서울특별시 서초구 법원로 16, (서초동,정곡빌딩 동관 지하15호)",한식,불고기,280,서초제1동,02 9739792
코다리밥도둑 방배점,"서울특별시 서초구 방배중앙로 214, (방배동,지하1층)",중국식,코다리,415,방배본동,02  536 0009
평가옥,"서울특별시 서초구 논현로 69, (양재동,1층,2층)",한식,"냉면, 국밥",274.68,양재제2동,02  34621577
진상샤브샤브,"서울특별시 서초구 효령로77길 30, 지하1층 (서초동, 강남역 푸르지오시티)",한식,샤브샤브,205.54,서초제2동,02  581 0092
서초아구찜,"서울특별시 서초구 효령로55길 15, 1층 105호 (서초동)",한식,아구찜,63.28,서초제2동,
황제,"서울특별시 서초구 서래로7길 19, (반포동,(지상2층))",중국식,자장면,91.08,반포제4동,02 5368820
기와집순두부 서초점,"서울특별시 서초구 서초대로51길 14, 지하1층 (서초동)",한식,순두부,391.15,서초제1동,
신선설농탕,"서울특별시 서초구 효령로 322, (서초동,1층)",한식,설렁탕,189.6,서초제1동,234731155
만다린,"서울특별시 서초구 방배로6길 10-15, 1층 (방배동)",중국식,중화요리,290.54,방배본동,25813366
듬북담북(뱅뱅점),"서울특별시 서초구 효령로 430, 1층 (서초동)",한식,북어국,148.79,서초제2동,
주식회사 서석대,"서울특별시 서초구 서초대로 346, 102호 (서초동, 서초동 동아빌라트)",한식,한정식,428.84,서초제4동,02  584 0990
주식회사 맛있는이야기 노랑저고리,"서울특별시 서초구 서초대로73길 9, (서초동,타임빌딩 601호)",한식,한정식,348.32,서초제4동,02 5345300
구이마마,"서울특별시 서초구 강남대로25길 59, (양재동,1층)",한식,생삼겹,103.5,양재제1동,02 5757449
의정부 평양면옥,"서울특별시 서초구 강남대로93길 28, 1,2층 (잠원동)",한식,냉면,334.88,잠원동,02547 6947
오선채,"서울특별시 서초구 남부순환로 2634-8, 지하1층 (양재동)",한식,한정식,560.15,양재제1동,02   5789411
대나무골,"서울특별시 서초구 법원로3길 15, (서초동)",한식,한정식,141.26,서초제3동,02 5338410
봉추찜닭,"서울특별시 서초구 반포대로28길 91, 101호 (서초동)",한식,찜닭,80.84,서초제3동,
신태평양,"서울특별시 서초구 서초대로 307, 지하1층 가호 (서초동)",일식,모듬회,268.69,서초제4동,02 5340354
늘봄웰봄,"서울특별시 서초구 서초중앙로 188, (서초동, 아크로비스타지하1층지하A-105,A-106,A-107호)",한식,샤브샤브,358.49,서초제4동,02 5998804
삼성각,"서울특별시 서초구 서초대로78길 42, (서초동,2층)",중국식,전가복,346.7,서초제4동,02  598 5553
포폴라리타,"서울특별시 서초구 사평대로22길 41, 1층 (반포동)",경양식,스파게티,79.74,반포제1동,02 5932340
장원한정식,"서울특별시 서초구 법원로2길 19, (서초동)",한식,한정식,231,서초제3동,02 5938449
송강,"서울특별시 서초구 명달로9길 5, (방배동,1층)",한식,"복어, 장어요리",151.38,서초제3동,50714489288
서동한우 강남점,"서울특별시 서초구 서초대로74길 29, 201호,208호 (서초동, 서초파라곤)",한식,냉면,341.42,서초제1동,234749297
명동보리밥 방배점,"서울특별시 서초구 서초대로 108, (방배동,지상2층 201호)",한식,보리밥정식,165,방배제1동,234713392
참이맛 감자탕,"서울특별시 서초구 사평대로56길 10, 1층 (서초동)",한식,감자탕,199.92,서초제4동,
나나마구로,"서울특별시 서초구 반포대로28길 65-4, 1,2층 (서초동)",일식,참치회,201.97,서초제2동,02 5825674
방배골식당,"서울특별시 서초구 방배로8길 6, (방배동,(지상2층))",한식,"아구탕, 복찜",79.2,방배제3동,02 5885197
원당,"서울특별시 서초구 반포대로28길 69, (서초동)",한식,감자탕,126.27,서초제3동,02 5833333
갈비사랑,"서울특별시 서초구 강남대로 204, 지층,지상1,2,3,4,5층 (양재동)",한식,돼지갈비,1159.74,양재제1동,234636800
이남장(서초점),"서울특별시 서초구 서초대로49길 4, 1층,2층,3층 (서초동)",한식,설렁탕,509.27,서초제3동,02  592 0268
송이하랑,"서울특별시 서초구 서초대로 21, (방배동,지상1층,2층)",한식,삼겹살,148,방배제4동,02 5994499
초선과여포,"서울특별시 서초구 서초대로78길 44, (서초동,201호)",중국식,깐쇼새우,92.4,서초제2동,
서초버드나무집,"서울특별시 서초구 효령로 434, (서초동)",한식,갈비탕,839.07,서초제2동,02  34738354
진동둔횟집,"서울특별시 서초구 강남대로91길 18, 지하1층,1층,2층 (잠원동)",일식,대구탕,948.82,잠원동,02  543 3849
삼호복집,"서울특별시 서초구 강남대로51길 5, (서초동)",복어취급,복지리,239.8,서초제2동,02  542 7296
서초원,"서울특별시 서초구 서초대로 283, (서초동)",한식,한정식,451.61,서초제3동,02 5960927
서초정육식당,"서울특별시 서초구 서초대로38길 51, (서초동)",한식,등심,85,서초제3동,02 5880290
조가네 갑오징어 방배카페거리점,"서울특별시 서초구 방배중앙로 173, 1층 (방배동)",한식,갑오징어,134.3,방배본동,02 5364842
(주)배나무골,"서울특별시 서초구 마방로2길 12, (양재동)",한식,오리,231.76,양재제2동,02 5715252
우작설렁탕,"서울특별시 서초구 서초중앙로6길 7, (서초동)",한식,설렁탕,110.57,서초제1동,02 5848544
오발탄,"서울특별시 서초구 반포대로 154, 1,2,3층 (서초동)",한식,양대창구이,683.77,서초제3동,02 5916657
영변,"서울특별시 서초구 반포대로23길 22, 2층 (서초동, 영변빌딩)",일식,"생선회, 회정식",161.58,서초제1동,02 5831123
봉평고향메밀촌,"서울특별시 서초구 신반포로45길 26, 동화빌딩 1층 (잠원동)",한식,막국수,106.34,잠원동,02 5117888
내고향본가,"서울특별시 서초구 나루터로 69, 샤르망 101호 (잠원동)",한식,남도요리,124.42,잠원동,02 5406331
