업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
주식회사 돕,"서울특별시 광진구 아차산로31길 9, (화양동)",한식,감자탕,108.84,화양동,02 4992838
고고기,"서울특별시 광진구 아차산로 471, 1층 (구의동)",한식,고기,221,구의제3동,02454 0092
명품돼지부속전문,"서울특별시 광진구 광나루로 344, (화양동)",한식,돼지고기,36.38,화양동,02 4671118
마당족발,"서울특별시 광진구 능동로 175, 1~2층 (화양동)",호프/통닭,족발,169.72,화양동,02 4683030
양평해장국,"서울특별시 광진구 동일로 402, (중곡동)",한식,해장국,114.27,중곡제3동,02 9766820
또래끼리,"서울특별시 광진구 군자로 101, 1층 (군자동)",한식,김치볶음밥,140.41,군자동,
임면옥,"서울특별시 광진구 능동로 338, 1층 (중곡동)",,칼국수,33,중곡제2동,234363811
서울돼지구이,"서울특별시 광진구 능동로 264, 한사랑빌딩 1층 (능동)",식육(숯불구이),돼지고기구이,101.48,능동,
마초쉐프건대점,"서울특별시 광진구 능동로 125, 2층 (화양동)",경양식,"피자, 파스타",208.88,화양동,02 4978886
택이네조개전골,"서울특별시 광진구 천호대로 591, 유신빌딩 1층 (중곡동)",한식,조개전골,192.96,중곡제2동,
오늘도낙지,"서울특별시 광진구 아차산로76길 6, 1층 (광장동)",한식,낙지,63.24,광장동,264098802
한남성 왕꼬치,"서울특별시 광진구 동일로18길 67, 1층 (자양동)",중국식,양꼬치,70.2,자양제4동,
태천면옥,"서울특별시 광진구 광장로 49, 1층 (광장동)",한식,냉면,70,광장동,
등촌샤브칼국수,"서울특별시 광진구 용마산로 128, (중곡동)",분식,샤브샤브,129.78,중곡제4동,02 4546889
서울김밥,"서울특별시 광진구 아차산로57길 4, 풍강빌딩 1층 (구의동)",한식,김밥,80.2,구의제1동,
도도곱창건대본점,"서울특별시 광진구 아차산로34길 18, (자양동)",한식,곱창,57,자양제4동,222987789
아빠찜 구의역점,"서울특별시 광진구 자양로18길 96, 베스트트레드빌 101호, 102호 (구의동)",한식,아구찜,322.7,구의제1동,
육일관,"서울특별시 광진구 아차산로31길 10, (화양동,(지하1층,1,2층))",한식,"소고기, 돼지고기",150.38,화양동,02 4646868
원할머니보쌈(구의역점),"서울특별시 광진구 아차산로51길 45, (구의동)",한식,보쌈,77.29,구의제1동,02 4535357
신창면옥,"서울특별시 광진구 자양번영로 67, (자양동)",한식,냉면,72.9,자양제3동,02 4440592
대갈집,"서울특별시 광진구 능동로 49, (자양동)",한식,갈비,93.09,자양제4동,02 4632702
영동대교 육온도,"서울특별시 광진구 뚝섬로 476-7, (자양동)",한식,갈비,165.59,자양제4동,02 4635455
할머니추어탕자양점,"서울특별시 광진구 자양번영로 33, (자양동)",한식,추어탕,156.12,자양제3동,02 4588808
환이네갈비살(본점),"서울특별시 광진구 아차산로29길 24, 1층 (화양동)",한식,갈비,59.58,화양동,
능동순두부,"서울특별시 광진구 동일로60길 24, (군자동)",한식,해물순두부,80.53,군자동,02 4981753
건국갈비,"서울특별시 광진구 광나루로22가길 18, (화양동)",식육(숯불구이),돼지갈비,53.58,화양동,222010818
장수마을 고깃집,"서울특별시 광진구 군자로 100, (군자동)",한식,갈비,209,군자동,02 4666005
신세대맥주 건대점,"서울특별시 광진구 동일로24길 103, 1,2층 (화양동)",식육(숯불구이),돼지갈비,178,화양동,260539200
고은별,"서울특별시 광진구 자양로 177, 은하빌딩 1층 (구의동)",,샐러드파스타,31,구의제1동,
미스터손두부보쌈,"서울특별시 광진구 아차산로 262, (자양동)",한식,순두부,96.58,자양제3동,220241424
진경성양꼬치,"서울특별시 광진구 동일로18길 53, 1층 (자양동)",중국식,양꼬치,170.82,자양제4동,02 4676880
내가찜한닭(건대점),"서울특별시 광진구 아차산로33길 63, 2층 (화양동)",한식,찜닭,74.46,화양동,02 4641238
찜집,"서울특별시 광진구 자양번영로 44, (자양동,(1층))",한식,찜,110,자양제1동,02 4440007
사랑채,"서울특별시 광진구 아차산로 440-8, (구의동,지하 01)",한식,국수전골,107.48,구의제3동,234369200
송림식당,"서울특별시 광진구 자양번영로 77, (자양동,,137,138,139,141)",한식,불고기,524.88,자양제3동,02 4575473
가마솥도가니탕 장수옥,"서울특별시 광진구 용마산로 124, (중곡동)",한식,갈비,170.7,중곡제4동,02 4446888
능동적장미,"서울특별시 광진구 천호대로107길 8, (중곡동)",한식,부대찌개,104.37,중곡제1동,02 4675211
88소곱탄 군자점,"서울특별시 광진구 천호대로110길 27, (능동)",식육(숯불구이),돼지갈비,92.01,능동,02 4549285
산울,"서울특별시 광진구 아차산로73길 48, 2층 201호 (광장동)",한식,곤드레정식,82,광장동,02 4532277
(주)남원추어탕,"서울특별시 광진구 동일로 114, (화양동)",한식,추어탕,104.16,화양동,02 4988649
금하,"서울특별시 광진구 아차산로36길 5, 4층 (자양동)",중국식,코스요리,600.97,자양제1동,02 4048000
(주)장군갈비,"서울특별시 광진구 용마산로 11, (중곡동)",식육(숯불구이),갈비탕,352.11,중곡제2동,02 4473479
굴다리전주콩나물국밥,"서울특별시 광진구 자양로 160, (구의동)",한식,콩나물국밥,162.25,구의제1동,02 4588118
능동곱창,"서울특별시 광진구 긴고랑로 12, (중곡동)",한식,곱창,118.02,중곡제1동,02 4467655
능동아구탕,"서울특별시 광진구 천호대로 544, (군자동)",한식,아구탕,143.29,군자동,02 4679350
다락,"서울특별시 광진구 광나루로 440, (화양동)",일식,알탕,94.6,화양동,02 4444128
대가식당,"서울특별시 광진구 광나루로 596, (구의동)",한식,등심,187.61,구의제3동,02 4557866
동신참치,"서울특별시 광진구 광나루로56길 85, 9층동 36호호 (구의동,테크노마트)",일식,참치회,89.73,구의제3동,234241339
희가덕손만두 건대점,"서울특별시 광진구 아차산로30길 18, (자양동)",한식,돼지갈비,213.48,자양제4동,02 4616163
방이편백육분삼십 군자점,"서울특별시 광진구 능동로37길 10-3, (중곡동)",한식,"낙지전골, 갈비전골",63.76,중곡제1동,222053777
천미향,"서울특별시 광진구 능동로 237, 2층 (군자동)",중국식,자장면,324.52,군자동,02 4648088
코바코,"서울특별시 광진구 강변역로4길 10, (구의동,(103호))",분식,돈가스,29.25,구의제3동,02 4447893
태평양수산회세꼬시,"서울특별시 광진구 군자로 183, (군자동)",일식,생선회,167.48,군자동,02 4999212
팀스쿡,"서울특별시 광진구 광나루로50길 10, 1층,2층 (구의동)",경양식,"피자, 파스타, 스테이크",197.29,구의제3동,24470880
하이난,"서울특별시 광진구 능동로 243-1, (군자동,(지하))",중국식,자장면,343.62,군자동,02 4660832
함흥본가면옥,"서울특별시 광진구 광나루로 456, 1~2층 (화양동)",한식,냉면,420.99,화양동,02 4478806
행복한우,"서울특별시 광진구 구의강변로 30, (구의동,목림빌딩 1층)",한식,갈비살,259.92,구의제3동,02 4466987
속초오징어시장 구의역직영점,"서울특별시 광진구 아차산로 377, 1층 (구의동)",한식,수산물,240.9,구의제1동,02   4554466
지호한방삼계탕광장점,"서울특별시 광진구 아차산로 610, (광장동)",한식,삼계탕,149.52,광장동,02452 3990
(유)아웃백스테이크하우스코리아 건대스타시티점,"서울특별시 광진구 능동로 92, 롯데백화점 스타시티몰 2층 (자양동)",경양식,스테이크,605,자양제3동,222183021
상구네돼지구이,"서울특별시 광진구 천호대로112길 13, (능동)",한식,부대찌개,93.92,능동,02 4579457
오리덕애(오리덕愛),"서울특별시 광진구 아차산로 453, (구의동)",한식,낙지찜,104.8,구의제3동,02 4587721
다옴순대국감자탕 군자점,"서울특별시 광진구 천호대로 546, (군자동)",한식,곰탕,92.65,군자동,02 4658989
동네맛집 뼈구이집 구의점,"서울특별시 광진구 자양로 173, 간씨빌딩 2층 (구의동)",김밥(도시락),계란말이 김밥,172.29,구의제1동,02 4445005
고향양꼬치,"서울특별시 광진구 동일로18길 101, 1층 (자양동)",중국식,양꼬치,223.97,자양제4동,02 4983618
능동국시,"서울특별시 광진구 능동로35길 23, (군자동)",분식,칼국수,91,군자동,02 4648877
만나정,"서울특별시 광진구 능동로 254, (능동)",한식,삼계탕,93.96,능동,02 4556020
숨비소리,"서울특별시 광진구 능동로19길 17, (화양동)",한식,"생선구이,탕",69.66,화양동,02 4665892
마포육곳간,"서울특별시 광진구 뚝섬로 670, (자양동)",횟집,생선회,72,자양제2동,02 4537653
포몬스(건대점),"서울특별시 광진구 아차산로 208, (자양동,상록빌딩 1층)",한식,쌀국수,100,자양제4동,02 4611721
메밀의정석,"서울특별시 광진구 능동로4길 27, (자양동,(1층))",한식,메밀막국수,89.84,자양제3동,02  457 4671
호야초밥참치전문점,"서울특별시 광진구 능동로13길 39, 한아름건물 1층 (화양동)",일식,초밥,271.08,화양동,02 4692988
연길원보양꼬치,"서울특별시 광진구 동일로18길 23, (자양동)",중국식,양꼬치,82.72,자양제4동,02 4677771
연길왕양꼬치,"서울특별시 광진구 동일로18길 86, (자양동)",중국식,"양꼬치, 탕수육",195.77,자양제4동,02 4637741
삼보수제갈비,"서울특별시 광진구 능동로 366, 비버리캐슬 1층 101호 (중곡동)",식육(숯불구이),갈비탕,172.98,중곡제2동,
탄뽀뽀,"서울특별시 광진구 광나루로56길 85, (구의동,테크노마트21 9층38)",일식,초밥,89.05,구의제3동,02 4074956
세종원 군자본점,"서울특별시 광진구 광나루로 373, 1층 (군자동)",중국식,자장면,66,군자동,02 4991800
한마음정육식당 구의강변점,"서울특별시 광진구 구의강변로 49, (구의동)",일식,초밥,156.02,구의제3동,02 4533599
얼땅쟈,"서울특별시 광진구 동일로18길 68, 1층 (자양동)",중국식,딤섬,83.3,자양제1동,02 4659285
래빗홀버거컴퍼니,"서울특별시 광진구 광나루로 424, (화양동)",한식,햄버거,17.88,화양동,02 4460424
원할머니보쌈,"서울특별시 광진구 용마산로 37, (중곡동)",한식,보쌈,120.76,중곡제2동,02 4460033
동해해물,"서울특별시 광진구 동일로26길 16, (화양동)",한식,해물찜,44.2,화양동,02 4695843
북창동 은이네,"서울특별시 광진구 천호대로 675, (구의동)",한식,불고기냉면,97.1,구의제2동,02 4447292
송쉐프구의점,"서울특별시 광진구 아차산로 355, 타워더모스트광진아크로텔 2층 208호 (자양동)",중국식,짜장면,193.37,자양제1동,02446 6000
은행나무집,"서울특별시 광진구 아차산로69길 20, (광장동)",한식,오리백숙,49.3,광장동,02 4577100
한촌설렁탕 군자점,"서울특별시 광진구 능동로 255, 1층 (군자동)",한식,설렁탕,111.7,군자동,02 4684200
썬더치킨 중곡점,"서울특별시 광진구 면목로 183-1, (중곡동)",한식,대패삼겹살,54.15,중곡제3동,02 4991888
백년푸줏간,"서울특별시 광진구 면목로 178, 1층 (중곡동)",한식,갈비,168.61,중곡제3동,02 4975400
