업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
부자숯불갈비,"서울특별시 강북구 덕릉로28길 49, 정우빌딩 1층 (미아동)",한식,"갈비, 삼겹살",78.63,미아동,
흥부족발보쌈 미아사거리역 본점,"서울특별시 강북구 도봉로8길 12, (미아동)",한식,족발보쌈,60.03,송중동,02 9812146
군산해물탕,"서울특별시 강북구 한천로139길 41, (수유동)",한식,해물탕,99,수유제3동,02 9035211
지우정,"서울특별시 강북구 삼각산로 130, (수유동,(가오리길 37))",한식,설렁탕,95.91,수유제3동,02 9009333
호남 해물탕,"서울특별시 강북구 한천로139길 42, (수유동)",한식,해물뚝배기,69.21,수유제3동,02 9967582
수작,"서울특별시 강북구 한천로 1173, (수유동)",한식,회,56.55,수유제2동,02  996 2627
생기88 명품민물장어 수유시장점,"서울특별시 강북구 도봉로67길 7, 2층 (미아동)",한식,민물장어,94.85,미아동,02  982 5728
석림족발,"서울특별시 강북구 삼각산로 106, (수유동)",한식,족발,55.68,인수동,02 9004100
메기 한마당,"서울특별시 강북구 4.19로 36, (수유동)",한식,매운탕,110.66,수유제1동,02  996 0180
윤가네 오리구이 전문점,"서울특별시 강북구 한천로144길 79, (수유동)",한식,오리구이,118,수유제3동,02  34910011
삼족오,"서울특별시 강북구 한천로 1067-1, (수유동)",한식,치킨,62.48,수유제3동,02 9058411
춘천골닭갈비,"서울특별시 강북구 도봉로10길 46, (미아동,지상1층)",한식,닭갈비,72.73,송중동,070 81146593
육빙고(肉氷庫),"서울특별시 강북구 노해로 45, 1층 (수유동)",한식,숯불구이,145.88,수유제3동,
봉평메밀촌,"서울특별시 강북구 한천로150길 43, 1층 102호 (수유동, 수유하이츠빌라)",한식,막국수,60.78,수유제3동,
가오리 수제생갈비,"서울특별시 강북구 삼각산로 101, 삼미빌딩 1층 (수유동)",식육(숯불구이),생갈비,172.15,인수동,02 9068182
그회우리는,"서울특별시 강북구 삼양로 188, 1층 (미아동)",일식,생선회,70,송천동,
산방낙지,"서울특별시 강북구 4.19로 82, 1층 (수유동)",한식,낙지볶음,280.22,우이동,02 9057963
가문,"서울특별시 강북구 노해로 13, (수유동,(쌍문동길 17))",중국식,자장면,247.52,수유제3동,02  990 0107
주식회사 더에이치르블랑(고메스퀘어 수유점),"서울특별시 강북구 도봉로 308, (주)북한산스카이 9층 (번동)",뷔페식,생선회,891,번제1동,02  69566275
개나리산장,"서울특별시 강북구 삼양로173길 319, (우이동)",한식,한정식,60.73,우이동,02  993 5993
삼천포식당,"서울특별시 강북구 한천로 1052, (수유동)",한식,해물탕,77.28,수유제3동,02 9983447
고향산천,"서울특별시 강북구 도봉로 171, (미아동,(도봉로 169))",한식,오리고기,223.78,송천동,02 9815959
대보명가,"서울특별시 강북구 4.19로 69, (수유동)",한식,한정식,726.29,우이동,02  907 6998
광명족발,"서울특별시 강북구 삼양로27길 10, (미아동,(불당골길 8) 지상1층)",한식,족발,44.1,삼각산동,02  986 1312
풍천장어마을.우이동갈비마을,"서울특별시 강북구 삼양로181길 45, (우이동)",한식,장어구이,183.39,우이동,02  956 1991
지호한방삼계탕 북서울꿈의숲점,"서울특별시 강북구 월계로 183, 1층 (번동)",한식,삼계탕,138.95,번제3동,02  900 1020
석가가든,"서울특별시 강북구 한천로 1160, (수유동)",한식,돼지갈비,441.34,수유제2동,02  998 2928
육전국밥 수유역점,"서울특별시 강북구 도봉로 313, 효성 인텔리안 오피스텔 1층 101, 102호 (수유동)",한식,국밥,138.66,수유제3동,
주막국밥,"서울특별시 강북구 솔샘로68길 34, 1층 (미아동)",한식,칼국수,83.19,송천동,
본담 보양 순대국,"서울특별시 강북구 솔샘로67길 137, 1층 (미아동)",한식,삼겹살,213.22,미아동,02  980 9222
태백숯불갈비,"서울특별시 강북구 한천로 1072, (수유동)",한식,돼지갈비,149.88,수유제3동,02 9904176
명인갈비(미아점),"서울특별시 강북구 솔샘로 327, 테마빌딩 (미아동)",한식,돼지갈비,626.3,미아동,02  986 9292
송담추어탕 미아점,"서울특별시 강북구 도봉로 30, (미아동)",한식,추어탕,378.92,송중동,02  983 6333
콩심 수유점,"서울특별시 강북구 한천로 1066, (수유동)",한식,콩나물국밥,57.4,수유제3동,02  905 1066
본도시락 수유점,"서울특별시 강북구 한천로 1023, 1층 (번동)",한식,도시락,29.52,번제1동,02  903 4282
정서연한방삼계탕/꼴통무한포차,"서울특별시 강북구 오패산로77길 42, 1층 (번동)",한식,칼국수,81.48,번제1동,02 9952800
대가원,"서울특별시 강북구 한천로 1064, (수유동)",한식,생등심,123.12,수유제3동,02  999 0444
양꼬치 사랑 양갈비,"서울특별시 강북구 오패산로77길 14, (번동,(울타리길 12)(지상1층))",한식,,66.24,번제1동,02 9955030
착한낙지 수유본점,"서울특별시 강북구 한천로 1003, 포르텔오피스텔 1층 101호 (번동)",한식,낙지,176,번제1동,
크을농,"서울특별시 강북구 4.19로 91, 1층 (수유동)",한식,한식,160,우이동,02990 7900
거북이 솥뚜껑 김치삼겹살,"서울특별시 강북구 수유로 2, 1층 (수유동)",일식,삼겹살,171.86,수유제1동,
털보정육식당,"서울특별시 강북구 한천로 1072, 동보빌딩 1,2층 (수유동)",한식,소고기구이,237.42,수유제3동,
생생칼국수&돈까스,"서울특별시 강북구 도봉로 370, 1층 (번동)",기타,"칼국수, 돈까스",24.84,번제1동,
문가네정육식당,"서울특별시 강북구 한천로 1077, 현광빌딩 1,2층 (수유동)",한식,소고기구이,445,수유제3동,
이설면옥,"서울특별시 강북구 4.19로 42, 1,2층 (수유동)",한식,한정식,206.28,우이동,02 9977370
산두부집,"서울특별시 강북구 삼양로173길 61, (우이동,(도선사길 31))",한식,순두부찌개,78.3,우이동,02 9033532
선정설렁탕,"서울특별시 강북구 솔샘로67길 142, (미아동,(큰마을길 72))",한식,설렁탕,0,송천동,02  980 7720
강촌보쌈,"서울특별시 강북구 덕릉로28길 59, (미아동)",한식,쌈밥,52.8,미아동,02 9886254
박할매쭈꾸미,"서울특별시 강북구 도봉로10나길 5, (미아동,(분수대2길 5))",한식,쭈꾸미,45.75,송중동,02 9854998
오마니 오리구이,"서울특별시 강북구 도봉로10라길 2, (미아동,(지상1층))",한식,오리로스,48,송중동,02  989 5292
춘천집,"서울특별시 강북구 도봉로87길 28, (수유동,(장수길 20)(지상1,2층))",한식,닭갈비,114.95,수유제3동,02 9988512
왕가,"서울특별시 강북구 삼양로 681, (우이동,(우이동길 337)(지상1,2층))",한식,소고기,481.4,우이동,02 9089277
중국요리 귀종,"서울특별시 강북구 솔샘로67길 138, (미아동)",중국식,해물짬뽕,133.43,미아동,02  983 8388
수유감자탕,"서울특별시 강북구 수유로 82, 1층 (수유동)",한식,한정식,101.71,인수동,02 9040685
도봉산가마솥추어탕,"서울특별시 강북구 도봉로 284-1, 1층 (미아동)",한식,추어탕,118.25,미아동,
좋은날,"서울특별시 강북구 오현로 131, (번동,(지상1층))",한식,등심,143.09,번제2동,02 9893392
대찬식당,"서울특별시 강북구 한천로139나길 20, 1층 (수유동)",한식,"곱창구이, 전골",95.37,수유제3동,263695618
낙지왕궁,"서울특별시 강북구 덕릉로24길 6, 1층 (수유동)",한식,낙지볶음,252.98,수유제1동,
