업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
육회바른연어 동작행정타운점,"서울특별시 동작구 장승배기로 70, 동작구청 특별임대상가 지하1층 6호, 7호 (상도동)",한식,"육회 또는 연어가 주재료인 초밥, 덮밥 면류 등",41.06,상도제2동,
신용산감자탕,"서울특별시 동작구 동작대로23길 17, 2층 (사당동)",한식,감자탕,120,사당제1동,
청가맛,"서울특별시 동작구 보라매로5길 15, 전문건설회관빌딩 지하1층 (신대방동)",한식,솥밥,105.14,신대방제2동,232843288
육전국밥 노량진역점,"서울특별시 동작구 노량진로 162, 1층 (노량진동)",한식,국밥,201,노량진제1동,232808001
서이레,"서울특별시 동작구 상도로 265-11, (상도1동, 1층)",한식,"두부, 솥밥, 숙성한돈",100.8,상도제1동,
범골강식가마솥추어탕,"서울특별시 동작구 동작대로27길 6, (사당동)",한식,갈추어 매운탕 가마솥밥,102.3,사당제2동,02 5334275
브라더축산식육점,"서울특별시 동작구 사당로23나길 24, (사당동)",한식,꽃등심,103.36,사당제3동,02 5944730
장하,"서울특별시 동작구 사당로 279, 1층 102호 (사당동)",중국식,깐풍기,51,사당제3동,02 5968885
낭만짬뽕김사부,"서울특별시 동작구 사당로17가길 1, 2층 (사당동)",중국식,"짜장면, 탕수육",58.84,사당제3동,02   5328885
육전국밥 신대방삼거리역점,"서울특별시 동작구 상도로 71, (대방동)",한식,국밥,222.36,대방동,232804504
심원,"서울특별시 동작구 신대방길 107, (신대방동)",중국식,중식,42.18,신대방제1동,
육전국밥 이수역점,"서울특별시 동작구 동작대로 85, 1층 (사당동)",한식,국밥,219.8,사당제1동,02 5220325
옛골,"서울특별시 동작구 성대로1길 1, 2층 (상도동)",한식,삼계탕,63.94,상도제4동,02 8238366
일품짬뽕,"서울특별시 동작구 노량진로 155, 1층 (노량진동)",중국식,짬뽕,83.54,노량진제1동,
쿠라쿠라 참치,"서울특별시 동작구 동작대로 39, 2층 (사당동)",일식,참치회,66,사당제1동,
뚱보 생 막창,"서울특별시 동작구 양녕로 269, (상도1동, 1층)",한식,막창,45.2,상도제1동,232803690
평강삼계탕 중앙대점,"서울특별시 동작구 서달로 166, 1층 (흑석동)",한식,삼계탕,497.3,흑석동,02824 3339
경아식당 노량진점,"서울특별시 동작구 만양로18길 10, (노량진동,2층)",한식,삼겹살,126.3,노량진제1동,
거구회관,"서울특별시 동작구 등용로14길 76, 1층 (노량진동)",한식,오리구이,59.69,노량진제2동,02  827 0911
다채,"서울특별시 동작구 알마타길 6, (대방동,지하1층 113호,114호)",한식,쌈밥,151.63,대방동,02815 3392
원미명태촌,"서울특별시 동작구 상도로56길 2, 1층 (상도동)",한식,명태찜,245.13,상도제1동,
꽁칼,"서울특별시 동작구 노량진로 162, (노량진동)",한식,칼국수,85.8,노량진제1동,
한솔쌈밥시골보리밥,"서울특별시 동작구 성대로2길 7, (상도동)",한식,쌈밥,135.99,상도제3동,02 8259949
영주네,"서울특별시 동작구 동작대로29가길 15, 1층 (사당동)",한식,고등어김치찜,70.21,사당제2동,
마라도아구찜,"서울특별시 동작구 여의대방로22가길 11, 2층 (신대방동)",탕류(보신용),아구찜,62,신대방제2동,
택이네조개전골,"서울특별시 동작구 사당로17가길 13, 2층 (사당동)",한식,조개전골,119.19,사당제3동,
항방양육관,"서울특별시 동작구 동작대로27다길 26, 1층 102호 (사당동, 사당동 주상복합)",중국식,양고기,96.6,사당제2동,02525 7866
다원 맛칼국수,"서울특별시 동작구 상도로62길 29, 1층 (상도동)",한식,칼국수,93.96,상도제1동,
미태리파스타 중앙대점,"서울특별시 동작구 서달로 159, 1층 (흑석동)",경양식,파스타,43.47,흑석동,
이탈리안 돈까스,"서울특별시 동작구 흑석로 24, 2층 (상도동)",경양식,"돈냉면,돈까스",81.81,상도제1동,
항아리 된장족발,"서울특별시 동작구 흑석로 22, 1층 (상도동)",한식,족발,75.93,상도제1동,
등촌칼국수 상도점,"서울특별시 동작구 상도로 121, 영진빌딩 1층 101호 (상도동)",한식,칼국수,150.81,상도제3동,
꼬목집,"서울특별시 동작구 사당로 253-3, 1층 (사당동)",한식,삼겹살,86,사당제3동,
가락돈까스,"서울특별시 동작구 장승배기로 75, 지하1층 (상도동)",기타,돈까스,149.28,상도제2동,
주식회사 진주식당,"서울특별시 동작구 노들로 674, 5층 2호 (노량진동, 노량진수산시장)",횟집,회,426.45,노량진제2동,222547937
형가원 보쌈족발,"서울특별시 동작구 동작대로1길 33, (사당동)",한식,보쌈,100.58,사당제1동,234735353
함지박,"서울특별시 동작구 상도로37길 68-1, (상도동)",한식,우렁쌈밥,57.58,상도제1동,02  815 6007
권참치,"서울특별시 동작구 사당로30길 142, (사당동,2층)",일식,참치,153.26,사당제1동,02597 7080
단아한정식,"서울특별시 동작구 동작대로27가길 44, (사당동,영지빌딩 2층)",한식,한정식,374.76,사당제2동,02532 3946
명동국수,"서울특별시 동작구 상도로41길 12, (상도1동)",기타,국수,28,상도제1동,
돈식당,"서울특별시 동작구 사당로17길 7, (사당동)",식육(숯불구이),삼겹살,56.88,사당제3동,
산천칡냉면,"서울특별시 동작구 사당로12길 2, 2층 (사당동)",한식,냉면,85,사당제5동,
내가찜한닭,"서울특별시 동작구 흑석로 87, 지상2층 (흑석동)",한식,찜닭,132.72,흑석동,02  823 4400
탕마루김치찌개(장승배기역점),"서울특별시 동작구 상도로26길 12, (상도동)",횟집,김치찌개,94.99,상도제2동,02 8133082
원조마포갈비,"서울특별시 동작구 노량진로8길 35, (노량진동)",한식,돼지갈비,29.7,노량진제2동,02 8245830
지호한방삼게탕동작점,"서울특별시 동작구 상도로26길 18, (상도동)",한식,삼계탕,103.96,상도제2동,02 8111569
흥부골숯불돼지갈비,"서울특별시 동작구 상도로15길 3, (상도동)",한식,돼지구이,111.8,상도제3동,02  812 9298
또우리,"서울특별시 동작구 서달로14길 30, 1,2층 (흑석동)",한식,제육볶음,138.84,흑석동,02 8170128
정선메밀고을,"서울특별시 동작구 양녕로26길 63, 2층 (상도동)",한식,메밀국수,72.6,상도제4동,02 8110730
군선생 이수점,"서울특별시 동작구 동작대로23길 17, (사당동)",한식,생선구이,120.1,사당제1동,02 5875242
계단집,"서울특별시 동작구 현충로 94, (흑석동)",한식,오겹살,86.45,흑석동,208219867
호순네집,"서울특별시 동작구 등용로 107, 1층 (대방동)",한식,삼겹살,59.5,대방동,
라이스앤파스타,"서울특별시 동작구 보라매로5가길 16, (신대방동)",경양식,스파게티,96.87,신대방제2동,262697878
미자식당,"서울특별시 동작구 노들로 674, 지상2층 8호 (노량진동)",한식,회,209.62,노량진제2동,02 8150324
조선화로집 상도역점,"서울특별시 동작구 상도로 263-6, (상도1동)",한식,한정식,318.85,상도제1동,02 8142696
황토정,"서울특별시 동작구 서달로13길 5-23, (흑석동)",한식,갈비,66.06,흑석동,02 8144467
(주)농심 코코이찌방야 보라매점,"서울특별시 동작구 여의대방로 112, (신대방동, A동 성무관 2층)",경양식,돈가츠,227.12,신대방제2동,02 8208888
구스토리아(Gustoria),"서울특별시 동작구 상도로39길 27, 1층 (상도1동)",기타,파스타,92.89,상도제1동,
서평면옥,"서울특별시 동작구 보라매로5길 15, 전문건설회관빌딩 지하1층 (신대방동)",한식,갈치조림,496,신대방제2동,232843677
돈굽는집,"서울특별시 동작구 사당로17가길 8, (사당동, 1층)",한식,삼겹살,46.28,사당제3동,02534 9984
플라잉팬 부강,"서울특별시 동작구 상도로34길 7, 1, 2층 (상도동)",경양식,"브런치, 파스타",295.73,상도제2동,
청해진,"서울특별시 동작구 노들로 674, 지상2층 20호 (노량진동)",일식,회정식,181.82,노량진제2동,222548950
카츠 디나인(카츠 D9),"서울특별시 동작구 국사봉1길 12-5, 1층 (상도동)",일식,모듬돈카츠,75.78,상도제3동,
신의주찹쌀순대,"서울특별시 동작구 상도로 219, (상도동)",한식,순대국?소머리국밥,69.42,상도제2동,02 822 1188
밀숲노량진역점,"서울특별시 동작구 만양로14길 6-1, (노량진동)",한식,사골칼국수,40.56,노량진제1동,02 8146934
종로빈대떡,"서울특별시 동작구 동작대로9길 10, (사당동)",한식,전?빈대떡,23.04,사당제1동,02 5841330
마포숯불갈비,"서울특별시 동작구 국사봉1길 23, 1층, 2층 (상도동)",한식,"등심, 돼지갈비",257.97,상도제3동,02 8213330
족발야시장 노량진점,"서울특별시 동작구 만양로 110, (노량진동)",,물갈비,141.14,노량진제1동,02 8144931
다독이네 숯불구이 2호점,"서울특별시 동작구 만양로18길 15, 1층 (노량진동)",한식,돼지갈비,110.67,노량진제1동,02 8221370
백제갈비,"서울특별시 동작구 사당로 231, (사당동)",한식,갈비,210.49,사당제3동,02 5370660
신짱스시,"서울특별시 동작구 상도로30길 8, 2층 (상도동)",일식,초밥,75,상도제2동,232808301
육대장 푸줏간 이수역점,"서울특별시 동작구 동작대로31길 17, 새소망믿음기도원 1층 (사당동)",한식,육개장,80.06,사당제2동,
영흥정육식당,"서울특별시 동작구 만양로 85-1, (노량진동)",한식,소한마리(구이류),23.94,노량진제1동,02 813 1662
별미 냉삼,"서울특별시 동작구 동작대로7길 34, (사당동)",한식,냉동삼겹?김치찌개,51.97,사당제1동,02 5210177
카츠 디나인(카츠 D9),"서울특별시 동작구 국사봉1길 12-3, 1층 (상도동)",일식,모듬돈카츠,75.78,상도제3동,
한마루가든,"서울특별시 동작구 여의대방로 250, 대림아파트(상가동) 4층 410호 (대방동)",한식,삼겹살,96.35,대방동,02 8260119
시골집,"서울특별시 동작구 양녕로26길 56, 2층 ,1층 나동 1호 (상도동)",한식,제육불고기,100.37,상도제4동,02 821 8889
주식회사 약초마을,"서울특별시 동작구 노량진로 26, (대방동)",한식,한식(삼계탕),194,대방동,02 8245215
담소소사골순대 노량진점,"서울특별시 동작구 노량진로16길 27, (노량진동, 1층)",한식,순대국,68.05,노량진제1동,02812 1821
