업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
풍미숯불갈비,"서울특별시 동대문구 왕산로9길 19, (용두동,(지상1층))",한식,갈비,83,신설동,922 9288
나정순할매쭈꾸미,"서울특별시 동대문구 약령시로 65, (제기동,지상 1층~2층)",한식,쭈꾸미볶음,357.63,제기동,
서오릉피자,"서울특별시 동대문구 답십리로 154, 1층 (답십리동)",횟집,피자,79.2,답십리제1동,222155650
정통삼계탕,"서울특별시 동대문구 무학로 72, (용두동,(무학로 131))",한식,삼계탕,82.5,용신동,
두레박,"서울특별시 동대문구 경희대로3길 29, (회기동,천초빌딩 1층)",한식,삼겹살,66.21,회기동,02  32931009
흥주선비국밥 신설점,"서울특별시 동대문구 천호대로 23, 1층 106호 (신설동, 동광동대문베르빌)",한식,국밥,106.37,용신동,
유성관,"서울특별시 동대문구 경희대로3길 30, 1층 (회기동)",한식,생삼겹살,230.49,회기동,209646849
정대감감자탕,"서울특별시 동대문구 천호대로83길 46, 1층 (장안동)",한식,뼈해장국,207.94,장안제1동,02  22422533
뚝배기 양평해장국,"서울특별시 동대문구 장한로 51, (장안동,(장한로 51))",한식,아구찜,82.5,장안제1동,222176735
광주회관,"서울특별시 동대문구 이문로 118, (이문동)",한식,오겹살,58.72,이문제1동,02  957 3876
이문시장,"서울특별시 동대문구 휘경로2길 16, 1층 (이문동)",분식,삼겹살,72.91,이문제1동,02 9685455
돈벼락김치삼겹살,"서울특별시 동대문구 장한로26길 24, (장안동,지상1층 (장평11길 12))",한식,삼겹살,100,장안제2동,222129597
